,n_conflict,id,title,categories,article_lenght,views,refs_count,link_count,death,locations,end_date_clean,ongoing
1376,1376,49364124,Şırnak clashes (2015–16),civil conflict,13430,2701,27,106,92 civilians killed in [[Cizre]],Şırnak|Turkey,2016.0,False
1377,1377,49366769,2016 Mong Kok civil unrest,civil conflict,45558,81869,73,132,90 police officers injured |caus2| 130 injured,Mong  Kok  Q1207691,2016.0,False
1378,1378,49400331,Topo Chico prison riot,civil conflict,10112,14566,17,29,,Topo  Chico  prison|Nuevo  León State|Northern  Mexico,2016.0,False
1379,1379,49413593,Ithriyah-Raqqa offensive (February–March 2016),military conflict,13014,9230,23,33,,Eastern  Hama  Governorate and  Southern  Raqqa  Governorate|Syria,2016.0,False
1380,1380,49444525,Al-Suwaira fuel dump explosion,military conflict,4327,6767,7,17,"{{Flagicon|Ukraine}} 8 killed, 6 wounded <br> {{flagicon|Kazakhstan}} 1 killed, 4 wounded |caus2| ?",Al- Suwaira|Wasit  Governorate|Iraq,2005.0,False
1381,1381,49472478,Al-Shaddadi offensive (2016),military conflict,36177,111480,64,99,"40 civilians killed by [[Combined Joint Task Force – Operation Inherent Resolve|CJTF–OIR]] airstrikes <br> 30,000+ people displaced and flee to ISIL territory",Southern  Al- Hasakah  Governorate|Syria,2016.0,False
1382,1382,49483894,Second Battle of Habbaniyah,military conflict,4958,301,5,16,"14 killed, 123 wounded |caus2| 37 killed, 300+ wounded",Habbaniyah  Q1032220,2007.0,False
1383,1383,49494806,December 2015–February 2016 Cizre curfew,"military conflict, civilian attack",16021,12767,39,56,"'''Total killed: ""hundreds""'''",Cizre  Q821363|Cizre  Q821363,2016.0,False
1384,1384,49494806,December 2015–February 2016 Cizre curfew,"military conflict, civilian attack",16021,12767,39,56,"'''Total killed: ""hundreds""'''",Cizre  Q821363|Cizre  Q821363,2016.0,False
1385,1385,49503033,2016 Pampore stand-off,military conflict,4741,10537,8,35,1 civilian killed,Pampore  Q2558539,2016.0,False
1386,1386,49512506,Fall of Zinjibar and Jaar,military conflict,10616,12581,12,42,5+ killed |caus2| 22+ killed,Zinjibar  Q204391,2015.0,False
1387,1387,49524545,Southern Abyan Offensive (2016),military conflict,7064,15570,14,26,unknown |caus2| 3 killed<br>38-40 captured <br>17-20 executed,Shuqrah  Q1099126,2016.0,False
1388,1388,49535487,2016 Khanasir offensive,military conflict,25433,87549,56,84,87–119 killed |caus2| 150 killed (per [[Syrian Observatory for Human Rights|SOHR]]) <br>400–450 killed (per pro-gov. sources),Aleppo  Governorate  Q214064,2016.0,False
1389,1389,49552580,February 2016 Butig clash,military conflict,6065,21059,9,38,"30,000+ displaced",Butig  Q273796,2016.0,False
1390,1390,49557536,Aden unrest (2015–present),military conflict,56772,18024,147,106,6 [[UAE]] servicemen killed,Aden  Q131694,2015.0,False
1391,1391,49580088,Battle of Port Midi,military conflict,13798,22725,29,32,"78-129 civilians killed, and 100+ injured all around the Hajjah governorate",Midi  District|Hajjah  Governorate|Yemen,2016.0,False
1392,1392,49584267,Siege of Fallujah (2016),military conflict,40179,135335,77,89,140 civilians dead from starvation <br> Hundreds of people executed,Fallujah  Q191170,2016.0,False
1393,1393,49584711,Sokoto hostage rescue attempt,military conflict,9377,6572,19,48,"2 hostages executed |caus2| 8 killed, 2-3 arrested",Sokoto  Q336350,2012.0,False
1394,1394,49595164,Operation Larchwood 4,military conflict,15282,17351,23,64,1 civilian killed and 4 more injured,Yusufiyah  Q2352066,2006.0,False
1395,1395,49654085,Battle of Tell Abyad (2016),military conflict,12215,5187,16,52,15–23 civilians killed,Tell  Abyad  Q1896205,2016.0,False
1396,1396,49655786,Operation Diablo Express,military conflict,3579,8641,2,28,None |caus2| 2 killed<br>22 arrested,Sonoyta  Q992883,2016.0,False
1397,1397,49662049,Nangarhar Offensive (2016),military conflict,12075,29244,24,37,Dozens of civilians killed,mainly  in  eastern  Nangarhar  Province Achin  District|Shinwar  District and  Kot  District|Afghanistan,2016.0,False
1398,1398,49674038,Shabwah Governorate offensive (2014–present),military conflict,10335,3337,25,28,35+ killed |caus2| 30+killed 40+ wounded,Habban  District  Q3125264,2014.0,False
1399,1399,49674922,Battle of Ben Guerdane,military conflict,6905,27210,9,32,"7 civilians killed, 3 wounded",Ben  Gardane  Q1143002,2016.0,False
1400,1400,49719190,Battle of Kirkuk (2015),military conflict,7555,4057,17,22,50 killed<br>46 wounded |caus2| 70–150 killed,Kirkuk  Q173310,2015.0,False
1401,1401,49741505,2016 Donald Trump Chicago rally protest,civil conflict,25466,130300,43,76,,UIC  Pavilion  Q3547208,2016.0,False
1402,1402,49748211,Battle of Amran,military conflict,8569,6162,16,30,460 killed and 180 wounded from all the sides including civilians,ʿAmrān  Q172597,2014.0,False
1403,1403,49750417,Operation Coyote,military conflict,2842,3483,2,29,,Arizona  Q816,2014.0,False
1404,1404,49750978,2010 Saric shootout,military conflict,2437,2873,2,19,21 killed<br>6 wounded,Sáric  Q2651753,2010.0,False
1405,1405,49760486,Protests against Donald Trump,civil conflict,158163,743286,323,460,,United  States  of  America  Q30,2016.0,False
1406,1406,49778805,Palmyra offensive (March 2016),military conflict,46269,280450,105,141,{{flagicon|Syria}} 191 killed <br> {{flagicon|Russia}} 3 killed <br> {{flagicon|Iran}} 1 killed |caus2| {{flagicon|Islamic State of Iraq and the Levant}} 417 killed <small>(per SOHR)</small> <br />450 killed <small>(per Syrian Army)</small> <br />500+ killed <small>(per Russia; 20–27 March)</small>,Tadmur  District  Q4120562,2016.0,False
1407,1407,49780249,Battle of Maarrat al-Nu'man (2016),military conflict,8647,2652,16,24,"7 killed, 40+ captured |caus2| 4 killed",Maarrat  al- Nu man  Q728226,2016.0,False
1408,1408,49822738,ISIL insurgency in Tunisia,military conflict,22504,95092,43,60,"41 {{refn|See |ref| name=""29 June 2015""|{{cite news|url=https://www.bbc.co.uk/news/uk-33306884|title=Tunisia beach attack: British death toll 'will top 30'|website=BBC News|date=29 June 2015|accessdate=20 August 2018}}|</ref>|ref| name=""9 March 2016""|ref| name=""3 June 2017""|{{cite news|url=https://www.espacemanager.com/decouverte-du-corps-de-khelifa-soltani-kidnappe-au-mont-mghilla.html/|title=Découverte du corps de Khelifa Soltani, kidnappé au mont Mghilla|website=Espace Manager|date=3 June 2017|accessdate=4 January 2018|language=fr}}|</ref>|ref| name=""16 June 2017""| |group|=|n}} –63+ {{refn|See |ref| name=reuters|ref| name=""29 June 2015""|ref| name=""9 March 2016""|ref| name=""3 June 2017""|ref| name=""16 June 2017""| |group|=|n}} civilians killed<br>46 {{refn|See |ref| name=""29 June 2015""|ref| name=""9 March 2016""|ref| name=""20 March 2016""|ref| name=""8 June 2017""|ref| name=""16 June 2017""| |group|=|n}} –88+ {{refn|See |ref| name=""18 March 2015""|ref| name=""9 March 2016""|ref| name=""20 March 2016""|ref| name=""8 June 2017""|ref| name=""16 June 2017""| |group|=|n}} civilians wounded<br>
1 {{refn|See |ref| name=""Business News""|{{cite news|url=http://www.businessnews.com.tn/braquage-arme-dune-agence-banque-a-kasserine,520,81685,3|title=Braquage armé d’une agence bancaire à Kasserine|website=Business News|date=1 August 2018|accessdate=20 August 2018|language=fr}}|</ref>|ref| name=""Maghrebe Mergent""|{{cite news|url=https://www.maghrebemergent.info/tunisie-le-braquage-dune-banque-a-kasserine-ville-est-un-acte-terroriste-sources-securitaires/|title=Tunisie: Le braquage d’une banque à Kasserine-ville est “un acte terroriste” (sources sécuritaires)|website=Maghreb Emergent|date=2 August 2018|accessdate=20 August 2018|language=fr}}|</ref>|ref| name=""Agenzia Nova""|{{cite news|url=https://www.agenzianova.com/a/0/2020822/2018-08-02/tunisia-rapina-in-banca-a-kasserine-sospetti-su-militanti-dello-stato-islamico|title=Tunisia: rapina in banca a Kasserine, sospetti su militanti dello Stato islamico|website=Agenzia Nova|date=2 August 2018|accessdate=20 August 2018|language=it}}|</ref>| |group|=|n}} kidnapped<br>
1 missing
----
'''Total: 127 {{refn|See |ref| name=""29 June 2015""|ref| name=""24 November 2015""|{{cite news|url=https://www.middleeasteye.net/news/least-11-killed-after-explosion-tunisian-capital-1102255450|title=Explosion reportedly occurred on Tunis' busy Mohammed V Avenue, killing at least 14 people|website=Middle East Eye|date=24 November 2015|accessdate=20 August 2018}}|</ref>|ref| name=""9 March 2016""|{{cite news|url=http://english.alarabiya.net/en/News/middle-east/2016/03/09/Five-terrorists-killed-near-Tunisia-Libya-border.html|title=Two militants, Tunisian soldier killed in clashes|website=Al Arabiya English|date=9 March 2016|accessdate=14 June 2018}}|</ref>|ref| name=""20 March 2016""|{{cite news|url=http://gulfnews.com/news/mena/tunisia/tunisian-forces-kill-2-terrorists-near-site-of-border-attack-1.1693795|title=Tunisian forces kill 2 'terrorists' near site of border attack|website=Gulf News|date=20 March 2016|accessdate=4 January 2018}}|</ref>|ref| name=""30 March 2016""|{{cite news|url=https://www.almasdarnews.com/article/terrorists-ambush-4-tunisian-soldiers-kasserine/|title=ISIS terrorists ambush 4 Tunisian soldiers in Kasserine|website=Al-Masdar News|date=30 March 2016|accessdate=4 January 2018}}|</ref>|ref| name=""27 October 2016""|{{cite news|url=http://www.dw.com/en/four-policemen-killed-in-is-suicide-attack-in-tunisia/a-19250647|title=Four policemen killed in 'IS' suicide attack in Tunisia|website=Deutsche Welle|date=11 May 2016|accessdate=4 January 2018}}|</ref>|ref| name=""6 November 2016""|{{cite news|url=http://indianexpress.com/article/world/world-news/tunisian-soldier-killed-in-his-home-report-3739677/|title=Tunisian soldier killed in his home: report|website=The Indian Express|date=6 November 2016|accessdate=4 January 2018}}|</ref>|ref| name=""9 November 2016""|{{cite news|url=http://www.presstv.ir/Detail/2016/11/09/492891/Tunisia-army-terrorist-commander|title=Tunisian military kills head of terrorist group|website=Press TV|date=9 November 2016|accessdate=4 January 2018}}|</ref>|ref| name=""12 March 2017""|{{cite news|url=https://www.reuters.com/article/us-tunisia-security-idUSKBN16J0GF|title=Policeman killed in checkpoint attack in southern Tunisia - officials|website=Reuters|date=12 March 2017|accessdate=4 January 2018}}|</ref>|ref| name=""3 June 2017""|ref| name=""8 June 2017""|{{cite news|url=https://kapitalis.com/tunisie/2017/06/08/jebel-mghila-deux-soldats-blesses-dans-lexplosion-dune-mine/|title=Jebel mghila deux soldats blesses dans lexplosion dune mine|website=Kapitalis|date=8 June 2017|accessdate=4 January 2018|language=fr}}|</ref>|ref| name=""16 June 2017""|{{cite news|url=https://www.tunisienumerique.com/tunisie-femme-blessee-lexplosion-dun-mont-selloum/|title=Tunisie: Une femme blessée par l'explosion d'un mine au Mont Selloum|website=Tunisie Numerique|date=16 June 2017|accessdate=4 January 2018|language=fr}}|</ref>|ref| name=""2 November 2017""|{{cite news|url=https://www.reuters.com/article/us-tunisia-security/tunisia-policeman-dies-after-attack-security-unions-seek-more-protection-idUSKBN1D21OC|title=Tunisia policeman dies after attack, security unions seek more protection|website=Reuters|date=2 November 2017|accessdate=4 January 2018}}|</ref>| |group|=|n}} –173+ {{refn|See |ref| name=reuters|ref| name=""29 June 2015""|ref| name=""24 November 2015""|ref| name=""9 March 2016""|ref| name=""20 March 2016""|ref| name=""30 March 2016""|ref| name=""27 October 2016""|ref| name=""6 November 2016""|ref| name=""9 November 2016""|ref| name=""12 March 2017""|ref| name=""3 June 2017""|ref| name=""8 June 2017""|ref| name=""16 June 2017""|ref| name=""2 November 2017""| |group|=|n}} killed'''<br>
'''84 {{refn|See |ref|{{cite news|url=http://www.leparisien.fr/faits-divers/attentat-en-tunisie-33-victimes-deja-identifiees-30-06-2015-4907457.php|title=Attentat en Tunisie : 33 victimes ont été identifiées|website=Le Parisien|date=30 June 2015|accessdate=21 August 2018|language=fr}}|</ref>|ref| name=""9 March 2016""|ref| name=""20 March 2016""|ref| name=""12 March 2017""|ref| name=""8 June 2017""|ref| name=""16 June 2017""|ref| name=""22 August 2017""|{{cite news|url=https://www.mosaiquefm.net/fr/actualite-regional-tunisie/190917/kasserine-deux-soldats-blesses-dans-l-explosion-d-une-mine|title=Kasserine : Deux soldats blessés dans l'explosion d'une mine|website=Mosaïque FM|date=22 August 2017|accessdate=21 August 2018|language=fr}}|</ref>|ref| name=""2 November 2017""| |group|=|n}} –126 {{refn|See |ref| name=""18 March 2015""|ref| name=""9 March 2016""|ref| name=""20 March 2016""|ref| name=""12 March 2017""|ref| name=""3 June 2017""|ref| name=""8 June 2017""|ref| name=""16 June 2017""|ref| name=""22 August 2017""|ref| name=""2 November 2017""| |group|=|n}} wounded",Tunisia  Q948,2015.0,False
1409,1409,49842103,Operation Black Swan,military conflict,4567,163167,4,32,1 wounded |caus2| 5 killed<br>6 wounded,Los  Mochis  Q752460,2016.0,False
1410,1410,49869327,Battle of Hit (2016),military conflict,27747,1667,54,69,5 civilians executed by ISIL,Hīt  District  Q4119531,2016.0,False
1411,1411,49874342,Operation Blue Storm,military conflict,3810,3966,2,24,,Arizona  Q816,2012.0,False
1412,1412,49884448,Saudi-led intervention in Bahrain,military conflict,21576,52963,39,68,,Bahrain  Q398,2011.0,False
1413,1413,49884455,Operation Tinombala,military conflict,6399,14691,10,38,1 killed,Poso  Q12492354,2016.0,False
1414,1414,49925079,Operation Kruz Control,military conflict,4977,3159,2,30,,Arizona  Q816,2013.0,False
1415,1415,49941844,Daraa offensive (March–April 2016),military conflict,33732,34162,58,80,"93 fighters killed on both sides<br>(per pro-Syrian gov. source) <br>25 civilians killed (several executed by ISIL) <br>8,200 civilians displaced",Daraa  Governorate  Q1689560,2016.0,False
1416,1416,49945156,September 2015 Ma'rib Toshka missile attack,military conflict,4326,9189,8,27,None |caus2| {{flagicon|KSA}} 10 soldiers killed<br> {{flagicon|UAE}} 52 soldiers killed<br> {{flagicon|Bahrain}} 5 soldiers killed<br> {{flagicon|Yemen}} 33-87 Pro-Hadi soldiers killed,Ma rib  Q335478,2015.0,False
1417,1417,49948217,JMBG protests,civil conflict,7187,2168,7,15,,Sarajevo|Bosnia  and  Herzegovina,2013.0,False
1418,1418,49952431,December 2015 Taiz missile attack,military conflict,3325,10600,3,26,None |caus2| {{flagicon|KSA}} 23 Soldiers killed<br> {{flagicon|UAE}} 7 Soldiers killed<br> {{flagicon|Morocco}} 9 Soldiers killed <br> {{flagicon|Sudan}} 16 or 18 Soldiers killed <br>42 [[Academi|Academi PMCs]] <small>(Houthi claim)</small>,Ta izz  Governorate  Q388330,2015.0,False
1419,1419,49965286,Dutch military intervention against ISIL,military conflict,17362,258,32,52,None |caus2| Unknown,Iraq  Q796,2014.0,False
1420,1420,49997882,Operation Martyr Muath,military conflict,4447,15402,5,17,none |caus2| 55 ISIS militants killed and 56 targets destroyed,Raqqa  Q283368,2015.0,False
1421,1421,50019302,2016 Kidapawan protests,civil conflict,20926,20565,25,75,99 injured |caus2| 3 dead <br>116 injured <br>88 missing,Davao Cotabato  Road|br Kidapawan|North  Cotabato,2016.0,False
1422,1422,50021902,2016 Nagorno-Karabakh clashes,military conflict,106211,104785,233,262,"Per Armenian sources:
* 91 troops killed (11 non-combat), 123 wounded * 9 civilians killed, 6 wounded * 14 tanks destroyed ----
Azerbaijani claim: * 320 soldiers killed, 500 wounded
* 30 tanks and armoured vehicles, 25 artillery pieces destroyed |caus2| Per Azerbaijani sources:
* 94 soldiers killed, 2 missing, 39 wounded<br> * 6 civilians killed, 26 wounded * 1 Mi-24 helicopter and 1 drone lost * 1 tank destroyed ----
Armenian claim: * 500–1,500 soldiers killed, 2,000–2,700 wounded
* 2 helicopters, 14 drones shot down
* 26 tanks, 4 [[Infantry fighting vehicle|IFVs]], 1 [[Military engineering vehicle|AEV]], 1 [[Multiple rocket launcher|MRL]] destroyed",Nagorno- Karabakh  Q44302,2016.0,False
1423,1423,50026418,Manbij offensive,military conflict,127564,143050,276,234,"444 civilians killed and 2,000+ abducted <br/>~78,000 civilians displaced",Manbij  Q1146939,2016.0,False
1424,1424,50031447,Battle of al-Qaryatayn (March–April 2016),military conflict,14460,28143,30,63,7 injured (pro-government claim; last day) |caus2| 30+ killed (pro-government claim; last day),Al- Qaryatayn  Q4703079,2016.0,False
1425,1425,50040794,Northern Aleppo offensive (March–June 2016),military conflict,42424,41613,120,98,61 killed <small>(late May ISIL assault)</small> |caus2| 578 killed <small>(Turkish and rebel claims)</small>,Northern  Aleppo  Governorate|Syria,2016.0,False
1426,1426,50072189,Syrian protests (March–April 2016),civil conflict,10235,1012,16,76,"1 protester killed, 50 arrested (most released later)",Aleppo  Governorate|Idlib  Governorate|Homs  Governorate|fact date January  2018 Damascus  Governorate|fact date January  2018 Daraa  Governorate|and  al- Hasakah  Governorate|Syria,2016.0,False
1427,1427,50077675,Nuit debout,civil conflict,46497,100172,74,169,,Paris  Q90|Lyon  Q456|Toulouse  Q7880|Strasbourg  Q6602|Marseille  Q23482|Bordeaux  Q1479|Avignon  Q6397|Nantes  Q12191|Perpignan  Q6730|Nice  Q33959|Rennes  Q647|Le  Havre  Q42810|Poitiers  Q6616|Nîmes  Q42807|Rouen  Q30974|Caen  Q41185|Alençon  Q181269|Metz  Q22690|Lille  Q648|Amiens  Q41604|Nancy  Q40898|Reims  Q41876|Besançon  Q37776|Dijon  Q7003|Limoges  Q45656|Tours  Q288|La  Roche- sur- Yon  Q190118|Tulle  Q157713|Redon  Q206837|Clermont- Ferrand  Q42168|Lorient  Q71724|Pau  Q132671|Brest  Q12193|Laval  Q184154|Calais  Q6454|Beauvais  Q174257|Angers  Q38380|Grenoble  Q1289|Niort  Q184159|Montreuil  Q193370|Foix  Q184392|Montpellier  Q6441|Alès  Q193183|Florac- Trois- Rivières  Q21979708|Auxerre  Q167600|Perpignan  Q6730|Chalon- sur- Saône  Q203645|Fontainebleau  Q182872|Saint- Denis  Q47045|Brussels  Q239|Liège  Q3992|Berlin  Q64|Valencia  Q8818|Zaragoza  Q10305|Tarragona  Q15088|Murcia  Q12225|Salamanca  Q15695|Madrid  Q2807|Lisbon  Q597,2016.0,False
1428,1428,50081957,Al-Dumayr offensive (April 2016),military conflict,9547,41101,21,41,"18 civilians killed by airstrikes <br>250–300 cement plant workers kidnapped by ISIL (170 released, 4 executed)",Al- Dumayr  Q345253,2016.0,False
1429,1429,50098963,2016 Icelandic anti-government protests,civil conflict,15102,17346,23,60,,Austurvöllur|Reykjavík,2016.0,False
1430,1430,50115436,Battle of Tipo-Tipo,military conflict,7091,26349,8,37,18 killed<br>56 wounded |caus2| 31 killed,Tipo- Tipo  Q667595,2016.0,False
1431,1431,50131231,Hatun Asha ambush,military conflict,3483,5965,4,13,11 |caus2| ?,Hatun  Asha|Santo  Domingo  de  Acobamba  District|Huancayo  province,2016.0,False
1432,1432,50136187,Democracy Spring,civil conflict,19826,45456,43,87,,Washington|D C,2016.0,False
1433,1433,50141601,Operation Omari,military conflict,5844,26113,7,25,,Afghanistan  Q889,2016.0,False
1434,1434,50228124,2016 Macedonian protests,civil conflict,42412,43186,80,183,,Mostly  in  Skopje|Republic  of  Macedonia Macedonia|also  in  Bitola|Strumica|Kumanovo|Prilep|Kočani|Štip Stip|Tetovo and  other  cities,2016.0,False
1435,1435,50270967,Battle of Qamishli (April 2016),military conflict,10292,19696,18,34,17–23 civilians killed,Qamishli  Q212757,2016.0,False
1436,1436,50348806,Battle of Mukalla (2016),military conflict,15358,14913,35,37,2 Saudi citizens executed by AQAP<br>4 civilians killed by [[drone strike]]<br>8 civilians killed by air strike <small>(''AQAP claim'')</small><br>'''Total''':<br>14 civilians killed,Mukalla  Q310772,2016.0,False
1437,1437,50369594,Dagestan massacre,military conflict,15156,165933,13,44,"At least 6 killed |caus2| {{Plain list|
*6 interior troops captured and executed
*1 BMP-2 gunner killed
*2 militsya officers killed
*1 BMP-2 destroyed}}",Tukhchar|Novolaksky  District Novolak  district|Dagestan|Russia,1999.0,False
1438,1438,50370491,Rif Dimashq offensive (April–May 2016),military conflict,22214,45518,52,60,,Ghouta  Q1522001,2016.0,False
1439,1439,50398937,Misrata ambush,military conflict,2763,10009,2,27,Several Italian Marines killed in action or wounded. No British casualties.,Misrata  Q131323,2016.0,False
1440,1440,50428648,Battle of Benghazi (2014–2017),military conflict,70496,22000,155,78,700 killed overall (by February 2015),Benghazi  Q40816,2017.0,False
1441,1441,50439854,Battle of Barawala Kalay Valley,military conflict,8558,19368,11,31,6 killed <br>7 wounded |caus2| 100+ killed,Kunar  Q188147,2011.0,False
1442,1442,50445824,Western Iran clashes (2016–present),military conflict,40575,15942,68,102,14 Iranian civilians killed <br>6 Iraqi Kurdistan civilians wounded <br>5 Kurdish activists executed Hundreds displaced ----'''Total''': 75-82 {{ref label|iran|a}} to 157-161+ {{ref label|kurd|b}} armed men killed; and 19 Iranian and Iraqi civilians killed or executed,Kurdistan  Province  Q134386,2016.0,False
1443,1443,50537462,Battle of the Shaer gas field (2016),military conflict,6726,1348,15,21,16 killed (1st day) |caus2| 34 killed (1st day),Palmyra  Q5747,2016.0,False
1444,1444,50562888,East Ghouta inter-rebel conflict (April–May 2016),military conflict,7706,31816,13,26,500–700 fighters on both sides and 12 civilians killed,Ghouta  Q1522001,2016.0,False
1445,1445,50564571,Rif Dimashq offensive (February–April 2018),military conflict,121841,121066,279,216,"1,835 civilians killed <small>(Eastern Ghouta & Damascus)</small>",Ghouta  Q1522001,2018.0,False
1446,1446,50570967,Ar-Rutbah offensive (2016),military conflict,7618,28776,11,31,"4 killed,<br /> 5 wounded |caus2| 100+ killed",Ar  Rutba  District  Q4119693,2016.0,False
1447,1447,50608718,Battle of Fallujah (2016),military conflict,50392,256262,101,114,"112 civilians killed <br>85,000+ civilians displaced",Fallujah  Q191170|Al- Karmah  Q4702665,2016.0,False
1448,1448,50611914,2016 Newfoundland and Labrador budget protests,civil conflict,9617,5742,38,50,,Newfoundland  and  Labrador|Canada,2016.0,False
1449,1449,50626014,2015–18 Irish gangland feud,civil conflict,33472,47841,45,121,,Ireland  Spain,2015.0,False
1450,1450,50634770,Northern Raqqa offensive (May 2016),military conflict,15158,63854,31,73,"300,000 civilians displaced",Al- Raqqah  Governorate  Q235563,2016.0,False
1451,1451,50648743,2016 Minya pogrom,civil conflict,2081,2074,1,16,,Minya  Governorate|Egypt,2016.0,False
1452,1452,50697181,Siege of Sur (2016),military conflict,4079,7837,2,15,'''Total: 25 –200+ killed''',Sur  old  city|Diyarbakır|Turkey,2016.0,False
1453,1453,50701230,ISIL rocket attacks on Turkey (2016),military conflict,11242,11221,19,30,22 civilians (12 Syrian) killed and 80 wounded,Kilis  Q206881,2016.0,False
1454,1454,50706004,Ithriyah-Raqqa offensive (June 2016),military conflict,21623,16777,54,55,10 civilians killed,Southwestern  Raqqa  Governorate|Syria,2016.0,False
1455,1455,50715644,2016 Mathura clash,civil conflict,12172,37546,16,39,,Jawahar  Baug|Mathura|Uttar  Pradesh|India,2016.0,False
1456,1456,50787604,Battle of Sirte (2016),military conflict,73570,151696,187,83,"37 civilians killed by air-strikes <br>35,000 people displaced<br>(as of July 2016)",Sirte  District  Q26417,2016.0,False
1457,1457,50822377,2016 Southern Aleppo campaign,military conflict,39769,61254,95,117,285 killed |caus2| 255 killed,Aleppo  Governorate  Q214064,2016.0,False
1458,1458,50869354,Siege of Darayya and Muadamiyat,military conflict,36930,37673,76,98,"161,700 residents displaced",Darayya  Q1033066,2016.0,False
1459,1459,50874127,Battle of Tsorona,military conflict,4989,24406,7,22,"18 killed<br><small>(Eritrean claim)</small> <br>Heavier than the Ethiopian losses<br><small>(Ethiopian claim)</small> |caus2| Lighter than the Eritreans<br><small>(Ethiopian claim)</small> <br>200+ killed, 300+ wounded<br><small>(Eritrean claim)</small>",Tserona  District  Q3798052,2016.0,False
1460,1460,50933933,2016 Sacramento riot,civil conflict,20841,69591,32,48,,California  State  Capitol|Sacramento|California|U S,2016.0,False
1461,1461,50947073,2016 Abu Kamal offensive,military conflict,10302,25733,16,30,"40 killed, 15 captured (ISIL claim) <br>25+ killed or captured (SOHR claim) <br>5–40+ killed (NSA claim) |caus2| 20 killed (NSA claim)",Abu  Kamal  District  Q4670245,2016.0,False
1462,1462,50965575,2016 Aleppo summer campaign,military conflict,83867,29662,197,153,718 civilians killed <small>(31 July – 10 Sep.)</small>,Aleppo  Q41183,2016.0,False
1463,1463,50972423,2016 Latakia offensive,military conflict,47134,101068,108,106,"40+ killed, several captured |caus2| 107+ killed",Latakia  Governorate|Syria,2016.0,False
1464,1464,50993987,"Tshwane riots, 2016",civil conflict,4925,7645,8,29,,City  of  Tshwane  Metropolitan  Municipality Tshwane,2016.0,False
1465,1465,51016885,2016–17 Zimbabwe protests,civil conflict,27867,24621,52,128,"{{unbulleted list
 | '''Arrests:''' *100+
 | '''Injuries:''' *100+
 | '''Deaths:'''}}",Zimbabwe cities  across  South  Africa|England|United  States|Australia|Canada,2017.0,False
1466,1466,51017777,Rif Dimashq offensive (June–October 2016),military conflict,38006,53679,100,68,,Eastern  Ghouta|Rif  Dimashq  Governorate|Syria,2016.0,False
1467,1467,51032591,Philippine Drug War,civil conflict,95937,1065541,188,293,"92 killed <small>(Police and military)</small> *227 wounded |caus2| 4,854 killed in official police operations ( {{small|Philippine government statistics}} ) 20,000 ( {{small|Senator [[Antonio Trillanes]] claim}} )",Philippines,2016.0,False
1468,1468,51034100,2016 Juba clashes,military conflict,15198,20525,36,22,"300 killed (33 civilians, 2 Chinese U.N. peacekeepers)",Juba  Q1947,2016.0,False
1469,1469,51046467,2016–17 Kashmir unrest,civil conflict,195849,58235,398,471,"8,587 arrested <br>1,000+ detained",Kashmir  Valley|Jammu  and  Kashmir|India,2017.0,False
1470,1470,51057266,2016–18 Wau clashes,military conflict,80611,4425,149,152,"500+ killed <small>(as of late June 2016)</small><br>70,000 –150,000 displaced",Wau  State  Q25101048,2016.0,False
1471,1471,51058204,Battle of Lenadoon,military conflict,10944,11435,10,61,1 [[Ulster Defence Association|UDA]] member killed<br>14 civilians killed,Lenadoon  Avenue  Belfast,2017.0,False
1472,1472,51082294,2016 Turkish coup d'état attempt,military conflict,186595,1806920,353,522,+290,Ankara  Q3640|Istanbul  Q406|buildings  of  the  Grand  National  Assembly  of  Turkey  Q25907014|Atatürk  International  Airport  Q86473|15  July  Martyrs  Bridge  Q4484|Presidential  Complex  of  Turkey  Q18324962,2016.0,False
1473,1473,51124681,2016 Nampala attack,military conflict,10409,8201,15,69,"17 killed, 35 wounded |caus2| 3 wounded (ANSIPRJ claim)",Nampalari  Q2032796,2016.0,False
1474,1474,51152913,Operation Beach Boys,military conflict,3043,5331,3,20,None |caus2| 150 targets destroyed,Coast  of  Southern  Lebanon,2006.0,False
1475,1475,51172839,2016 Yerevan hostage crisis,military conflict,23920,66145,48,49,+2,Erebuni  District  Q390360,2016.0,False
1476,1476,51215957,Aleppo offensive (June–July 2016),military conflict,53542,18054,122,68,"87+ killed <small>([[Syrian Observatory for Human Rights|SOHR]] claim)</small> |caus2| 88+ killed <small>(SOHR claim)</small> <br>
300+ killed <small>(pro-government claim)</small>",Northern  Aleppo|Syria,2016.0,False
1477,1477,51274658,2016 Ethiopian protests,civil conflict,28959,137612,54,147,,Amhara  Region|Gondar|Addis  Ababa|Bahir  Dar|Oromia  Region|north- western  and  southern  regions  Ambo|Ethiopia Ambo|Dembi  Dolo|and  Nekemt,2018.0,False
1478,1478,51306078,Aleppo offensive (July–August 2016),military conflict,46242,40499,98,80,130 civilians killed,Aleppo  Q41183,2016.0,False
1479,1479,51321662,2016 Milwaukee riots,civil conflict,43979,118048,72,80,,Milwaukee  Q37836,2016.0,False
1480,1480,51330814,Burial of Ferdinand Marcos,"event, court case, civil conflict",58692,148282,86,190,,,1998.0,False
1481,1481,51355577,Battle of al-Rai (August 2016),military conflict,12365,45502,18,52,,al- Bab  District  Q4118360,2016.0,False
