,n_conflict,id,title,categories,article_lenght,views,refs_count,link_count,death,locations,end_date_clean,ongoing
759,759,33490008,Occupy Melbourne,civil conflict,23600,11126,26,58,,Melbourne|Victoria  Australia Victoria|Australia,2012.0,False
760,760,33490948,Battle of Podujevo,military conflict,3563,8395,5,20,1 killed<br/>6 wounded |caus2| 16 killed,Podujevo|Kosovo|Serbia  and  Montenegro Federal  Republic  of  Yugoslavia,1998.0,False
761,761,33510391,Occupy San Francisco,civil conflict,13294,5910,21,57,,San  Francisco|California San  Francisco|California,2011.0,False
762,762,33513540,Occupy San Diego,civil conflict,7853,4700,6,42,,San  Diego|California San  Diego|California,2012.0,False
763,763,33518676,2011 Hakkâri attack,military conflict,3908,22064,6,22,"24 killed <br/>
18 injured <br/>(Turkish claim) |caus2| 45 killed during the attack; 270 killed in following operations<br>
(Turkish claim)",Çukurca  Q272939,2011.0,False
764,764,33533725,Timeline of the Yemeni Revolution (3 June – 22 September 2011),civil conflict,61479,2192,106,204,,Yemen,2012.0,False
765,765,33546990,Occupy Providence,civil conflict,8665,2989,11,43,,Providence|Rhode  Island Providence|Rhode  Island|United  States,2011.0,False
766,766,33576302,1997 Coalisland attack,military conflict,12627,33191,22,76,2 civilians wounded by the RUC,Coalisland  Q2503992,1997.0,False
767,767,33597710,Occupy Las Vegas,civil conflict,12663,3651,25,46,Arrests: 21,Las  Vegas  Valley Las  Vegas|Nevada|United  States,2011.0,False
768,768,33608429,Siege of Homs,military conflict,193778,175161,389,182,"2,000 –2,200 killed <small>(June 2012–May 2014)</small><br/>5,000–6,000 captured <br/><small>(by late July 2012)</small> |caus2| 859 soldiers and policemen killed <small>(by mid-Feb. 2012)</small>",Homs  Q131301,2014.0,False
769,769,33614793,Occupy Berlin,civil conflict,3493,4760,3,24,,Berlin|Germany,2011.0,False
770,770,33617145,Occupy Pittsburgh,civil conflict,7322,4154,9,40,,Pittsburgh|Pennsylvania|United  States,2012.0,False
771,771,33619471,Occupy Nashville,civil conflict,8951,3116,9,42,,Nashville|Tennessee Nashville|Tennessee,2011.0,False
772,772,33631608,Occupy St. Louis,civil conflict,13911,2982,11,92,'''Arrests:''' 52+,St Louis  Gateway  Mall Kiener  Plaza Kiener  Plaza|Downtown  St Louis downtown St Louis|Missouri St Louis|Missouri|United  States USA,2011.0,False
773,773,33642908,Timeline of the Yemeni Revolution (23 September – December 2011),civil conflict,36089,1989,54,115,,Yemen,2012.0,False
774,774,33665956,Occupy Glasgow,civil conflict,4267,3153,5,21,,Glasgow|Scotland|United  Kingdom,2011.0,False
775,775,33693442,2007 West Azerbaijan clashes,military conflict,4221,2144,4,15,'''Total: 89-101 killed''',Iraqi  Kurdistan  Q205047,2006.0,False
776,776,33699923,2011 Oakland general strike,civil conflict,15602,7599,20,33,,Oakland|California|United  States,2011.0,False
777,777,33725257,Ein 'Arik checkpoint attack,military conflict,5791,3044,6,17,+6,Ein  Arik  Q5349574,2002.0,False
778,778,33740092,Occupy Windsor,civil conflict,9208,3145,14,45,,Windsor|Ontario Windsor|Ontario,2011.0,False
779,779,33756669,Daraa Governorate clashes (2011–13),military conflict,35682,12042,76,36,"at least 470 civilians and protesters killed, several dozen wounded and 190 detained",Daraa  Governorate  Q1689560,2013.0,False
780,780,33809161,Rif Dimashq clashes (November 2011–March 2012),military conflict,84437,27530,167,73,A few hundred protesters and civilians killed,Rif  Dimashq  Governorate  Q232399,2012.0,False
781,781,33862455,Battle of Doan,military conflict,5242,11566,3,24,1 Australian wounded<br>1 Bushmaster destroyed |caus2| Unconfirmed number of fighters killed/or injured<br>1 local arrested on suspicion.,Doan  village|Oruzgan  Province|Afghanistan,2011.0,False
782,782,33863424,Occupy Dame Street,civil conflict,12516,8221,21,72,,Dublin|Republic  of  Ireland Ireland,2012.0,False
783,783,33870250,Shayrat and Tiyas airbase ambush,military conflict,3302,38051,4,23,None |caus2| 10 killed,Tiyas  Q7810501,2011.0,False
784,784,33880146,Operation Northern Lights,military conflict,1387,3720,0,15,,Iraq  Q796,2006.0,False
785,785,33885061,Siege of Dammaj,military conflict,25961,23640,44,100,+830 people killed in total,Dammaj  Q3012928,2014.0,False
786,786,33906891,Occupy Edinburgh,civil conflict,3225,2599,4,23,,Edinburgh|Scotland,2011.0,False
787,787,33911267,2011 attack on the British Embassy in Iran,civil conflict,26780,41769,44,67,,Embassy  of  the  United  Kingdom|Tehran  Q19894883,2011.0,False
788,788,33912713,Occupy Reykjavík,civil conflict,3876,1842,6,29,,Reykjavík|Iceland,2011.0,False
789,789,33944052,2012 Aleppo Governorate clashes,military conflict,29570,12976,55,61,at least 50 civilians killed,Aleppo  Governorate  Q214064,2012.0,False
790,790,33979119,2011–2013 Russian protests,civil conflict,166618,19059,210,547,,,2012.0,False
791,791,34044378,December 2011 Syrian–Turkish border clash,military conflict,4249,11322,5,13,"None |caus2| 3 killed, several wounded, 1 arrested",Syria  Q858,2011.0,False
792,792,34045304,2006 Dutch/Australian Offensive,military conflict,10985,5565,6,38,1 Dutch soldier killed<br>7 Dutch wounded<br>6 Australians wounded |caus2| Over 300 Taliban fighters killed,Chora  and  Baluchi  areas|Oruzgan  Province|Afghanistan,2006.0,False
793,793,34047744,Idlib Governorate clashes (September 2011 – March 2012),military conflict,66910,3644,133,83,"806 opposition fighters and defectors killed <br><small>((Opposition claim))</small>
1,330 Killed (Government claim) |caus2| 846 soldiers killed (Opposition claim)",Idlib  Governorate  Q233218,2012.0,False
794,794,34088654,Zhanaozen massacre,civil conflict,15179,25709,24,41,,flagicon Kazakhstan Mangystau  Region|Kazakhstan,2011.0,False
795,795,34099365,Occupy Sydney,civil conflict,11046,6995,8,45,,Sydney|New  South  Wales|Australia,2013.0,False
796,796,34118603,Battle of Rastan (2011),military conflict,8564,16655,17,26,"130 killed* <br>3,000 opposition supporters arrested |caus2| 13 killed <br>32 wounded",Al- Rastan  Q1867822,2011.0,False
797,797,34135556,Battle of Khaz Oruzgan,military conflict,16808,20790,10,19,None,Khas  Urozgan  District  Q2215441,2008.0,False
798,798,34159635,Operación Escorpión,military conflict,3416,3840,3,32,"2 killed<br/>18 wounded |caus2| 112 killed <br/> 1,093 arrested",Tamaulipas  Q80007,2011.0,False
799,799,34166492,Operación Lince Norte,military conflict,1858,5780,1,31,1 killed<br/>21 wounded |caus2| 30 killed <br/>11 wounded,Tamaulipas  Q80007,2011.0,False
800,800,34182942,December 2011 Nigeria clashes,military conflict,3613,2646,3,21,At least 7 killed |caus2| At least 50 killed,Maiduguri  Q221436,2011.0,False
801,801,34261177,Timeline of the Yemeni Revolution (January – 27 February 2012),civil conflict,26367,3134,46,119,,Yemen,2012.0,False
802,802,34285630,Occupy Cork,civil conflict,9181,2463,15,41,,Cork  city Cork,2012.0,False
803,803,34304876,2011 Bolivian indigenous rights protests,civil conflict,27620,1683,32,102,"One hostage (''released'') |caus2| Four dead, scores wounded and at least 300 detained or missing",flag Bolivia,2011.0,False
804,804,34323342,Occupy Redwood City,civil conflict,13514,2433,18,82,,Redwood  City|California|United  States,2011.0,False
805,805,34383538,Attack on Spanish oiler Patiño,military conflict,10036,1565,13,44,1 replenishment ship lightly damaged |caus2| 1 killed<br/>6 captured (5 wounded)<br/>1 skiff damaged and captured,Indian  Ocean  Q1239,2012.0,False
806,806,34386535,2012 Romanian protests,civil conflict,82707,19014,149,247,+3,62  cities  in  Romania|including  Bucharest br  Diaspora br  small flagicon Austria Vienna br  flagicon Belgium Brussels br  flagicon Canada Montreal br  flagicon Denmark Aarhus br  flagicon France Paris|Strasbourg br  flagicon Germany Berlin br  flagicon Ireland Dublin br  flagicon Italy Brescia|Padua|Rome|Trieste br  flagicon Moldova Chișinău br  flagicon Netherlands The  Hague br  flagicon Portugal Lisbon br  flagicon Spain Madrid|Zaragoza br  flagicon United  Kingdom London br  flagicon Vatican  City Vatican  City small,2012.0,False
807,807,34398382,Vita Cortex sit-in,civil conflict,16960,17306,36,62,,Cork  city Cork|Republic  of  Ireland Ireland,2012.0,False
808,808,34405033,Protests against SOPA and PIPA,civil conflict,91419,246171,151,370,,Online  and  in  various  locales,2012.0,False
809,809,34421431,Battle of Zabadani (2012),military conflict,18381,20009,37,35,"22 civilians killed <small>(first phase)</small>
100 killed <small>(second phase)</small>",Al- Zabadani  Q374768,2012.0,False
810,810,34423161,2011 Bangladesh coup d'état attempt,military conflict,10743,9315,20,44,0 |caus2| 0,Bangladesh,2011.0,False
811,811,34449424,Battle of Douma,military conflict,15698,37813,29,34,158+ killed |caus2| 37+ killed,Douma  Q403446,2012.0,False
812,812,34453802,Operation Septentrion,military conflict,10634,5205,11,69,,Uzbin  Valley|Afghanistan,2009.0,False
813,813,34468514,2012 Kong Qingdong incident,civil conflict,34709,8363,47,118,,Hong  Kong,2012.0,False
814,814,34477025,Factional violence in Libya (2011–14),military conflict,104573,46629,212,187,,Libya  Q1016,2014.0,False
815,815,34486672,2011–12 Strait of Hormuz dispute,military conflict,44484,36012,65,174,,Strait  of  Hormuz  Q79883,2011.0,False
816,816,34489980,Rescue of Jessica Buchanan and Poul Hagen Thisted,military conflict,5169,144564,5,42,none |caus2| 9 killed,Somalia  Q1045,2012.0,False
817,817,34506090,Tuareg rebellion (2012),military conflict,83738,120839,139,183,"200+ killed or missing, <br>400 captured <br>1,000 –1,600 defected<br>'''Total:''' 1,000–1,500+ killed, captured or deserted |caus2| ~165 killed (Malian sources)",Azawad  Q43937,2012.0,False
818,818,34516509,2000 UEFA Cup Final riots,civil conflict,26461,73384,51,92,,City  Hall  Square|Copenhagen  Q2178686,2000.0,False
819,819,34569942,Port Said Stadium riot,civil conflict,28429,101204,42,96,,Port  Said  Stadium|Port  Said|Egypt,2012.0,False
820,820,34581359,Battle of Rastan (January–February 2012),military conflict,13725,1575,20,25,24 civilians killed,Al- Rastan  Q1867822,2012.0,False
821,821,34599993,2012 Homs offensive,military conflict,70401,35252,146,84,"700–1,000 civilians and rebels killed overall (per H.R.W. and the opposition, see [[#Deaths|Deaths]] below for other estimates)",Homs  Q131301,2012.0,False
822,822,34656813,Operation Whalers,military conflict,10504,168152,9,50,"1 killed |caus2| Multiple killed, Ahmad Shah gravely wounded, his cell destroyed",Kunar  Q188147,2005.0,False
823,823,34689418,2012 Kapisa airstrike,military conflict,4232,12181,7,18,,Giawa  village|Nijrab  District|Kapisa  Province|Afghanistan,2012.0,False
824,824,34713720,Occupy Bath,civil conflict,7887,2325,17,25,,Queen  Square  Bath Queen  Square|Bath|Somerset Bath|England,2011.0,False
825,825,34739991,December 2011 Jabal al-Zawiya massacres,military conflict,5865,14678,8,19,120 civilians killed,Zawiya  Mountain  Q8067497,2011.0,False
826,826,34786176,2012 Nozhay-Yurtovsky District clashes,military conflict,3712,3241,6,24,17 killed and 24 wounded (government claim) |caus2| 7 killed (government claim),Nozhay- Yurtovsky  District  Q1026761,2012.0,False
827,827,34814074,2012 Kufra conflict,military conflict,15628,5074,26,30,"'''February fighting'''<br>113 killed,* <br>241 wounded <br>'''April fighting'''<br>12 killed, 35 wounded <br>'''June fighting'''<br>55 killed*",Kufra  Q172114,2012.0,False
828,828,34882907,Battle of al-Qusayr (2012),military conflict,24708,18733,41,46,,Al- Qusayr  Q195410,2012.0,False
829,829,34943710,2006 Vadodara riots,civil conflict,7606,45636,10,27,,Vadodara  district|Gujarat|India,2006.0,False
830,830,34946127,2011 Khuzestan protests,civil conflict,10668,12788,12,57,,flagicon Iran Ahvaz|Iran,2011.0,False
831,831,34963588,December 2011 Baneh clash,military conflict,3457,1841,5,15,"1 killed <br/>
(Iranian claim)<br/>
9 killed <br/>
(PJAK claim) |caus2| 4 killed, several wounded <br/>
(Iranian claim)<br/>
None (PJAK claim)",Baneh|North- Western  Iran,2011.0,False
832,832,34963936,September 2006 Sardasht incident,military conflict,1856,1928,1,11,,Sardasht,2006.0,False
833,833,35012916,2012 Ecuadorian protests,civil conflict,8680,6640,10,39,,flag Ecuador,2012.0,False
834,834,35018859,Summer 2011 Jabal al-Zawiya operation,military conflict,3118,11178,2,12,60+ killed |caus2| 32+ killed soldiers,Jabal  al- Zawiya|Syria,2011.0,False
835,835,35023592,March 2012 Gaza–Israel clashes,military conflict,51671,22130,155,187,23 civilians wounded |caus2| 18 militants and 5 civilians killed; <br>74 wounded (mostly civilians),Gaza  Strip  Q39760|Southern  District  Q188781,2012.0,False
836,836,35026616,Battle of Idlib (2012),military conflict,20401,8131,45,24,100+ killed in total,Idlib  Q504657,2012.0,False
837,837,35032381,2012 Republic of Macedonia inter-ethnic violence,civil conflict,13039,28040,24,47,,flag Republic  of  Macedonia,2012.0,False
838,838,35178468,2012 Malian coup d'état,military conflict,72345,49732,136,166,40 unspecified people wounded,flag Mali,2012.0,False
839,839,35197787,Hama Governorate clashes (2011–12),military conflict,19353,7995,44,31,"1,403 opposition protesters and FSA fighters killed* |caus2| 120 killed",Hama  Governorate  Q232355,2012.0,False
840,840,35205737,Battle of Azaz (2012),military conflict,10367,18206,10,37,125 killed |caus2| 100+ soldiers killed<br>17 tanks destroyed,Azaz  Q277674,2012.0,False
841,841,35207792,Occupy Vanderbilt,civil conflict,6702,4804,7,33,,Nashville|Tennessee Nashville|Tennessee,2012.0,False
842,842,35235584,Heglig Crisis,military conflict,60351,50119,112,165,29 civilians killed,Along  the  whole  Sudan- South  Sudan  border|although  the  main  fighting  took  place  at  Heglig,2012.0,False
843,843,35240698,Occupy Buffer Zone,civil conflict,14027,11159,13,47,,United  Nations  Buffer  Zone  in  Cyprus Buffer  Zone|between  the  Ledra  Street Ledra Lokmacı Checkpoints|Nicosia|Cyprus,2012.0,False
844,844,35249743,2012 Sabha conflict,military conflict,10435,6696,15,37,42 killed |caus2| 48 killed,Sabha  Q208389,2012.0,False
845,845,35267475,Battle of Saraqeb,military conflict,5747,16008,9,23,100 killed overall,Saraqib  Q1895761,2012.0,False
846,846,35314870,April 2012 Idlib Governorate Operation,military conflict,7274,12993,14,30,"100+ killed (number includes civilians) |caus2| 58 soldiers killed,<br/>at least 5 tanks destroyed or damaged",Idlib  Governorate  Q233218,2012.0,False
847,847,35320708,Anti-austerity movement in Ireland,civil conflict,63861,5536,133,234,,Republic  of  Ireland,2015.0,False
848,848,35324188,Battle of Taftanaz,military conflict,4494,15745,7,24,120 killed in total (opposition claim),Taftanaz  Q844598,2012.0,False
849,849,35363462,2012 Quebec student protests,civil conflict,30123,88691,49,123,,Quebec|Canada,2012.0,False
850,850,35476086,2012 Guinea-Bissau coup d'état,military conflict,53211,27554,67,134,,flag Guinea- Bissau,2012.0,False
851,851,35477789,Second Battle of Heglig,military conflict,5678,3193,9,21,,Heglig  Q1320844,2012.0,False
852,852,35528594,Rebellion of the Three Guards,military conflict,27277,18607,12,140,Unknown; the old Shang capital of Yin is destroyed {{sfnp|Hucker|1978|p|=|33}},Northeastern  China|particularly  the  North  China  Plain|sfnp Shaughnessy 1999 p 311 western  Shandong|and  northern  Jiangsu sfnp Li 2006 pp 306- 308,2006.0,False
853,853,35575260,1997 Ramabai killings,civil conflict,8496,30630,10,28,,Ramabai  colony|Mumbai,1997.0,False
854,854,35593058,Death of Dave Sharrett II,military conflict,13720,7649,11,87,,Iraq  Q796,2008.0,False
855,855,35601849,Mashtots Park Movement,civil conflict,14878,11676,16,47,,Mashtots  Avenue|Yerevan|Armenia,2012.0,False
856,856,35626430,Bersih 3.0 rally,civil conflict,52203,42948,102,174,"60 local demonstrators  injured, 512 arrested |caus2| 20 policemen injured",Kuala  Lumpur|Malaysia,2012.0,False
857,857,35666325,Occupy the Farm,civil conflict,26492,8325,51,60,,Gill  Tract|Albany|California,2013.0,False
858,858,35738929,Ravansar and Sanandaj police station attacks,military conflict,3224,1370,3,18,'''Total: 20-26+ killed''',Kurdistan  Province  Q134386,2009.0,False
859,859,35747417,KDPI insurgency (1989–96),military conflict,15287,23448,12,31,'''Total 168–503 killed''',Iranian  Kurdistan,1996.0,False
860,860,35819541,Battle of Rastan (May 2012),military conflict,6324,1314,10,31,"9 killed, including a rebel commander |caus2| 23 soldiers killed, <br> 15 captured",Al- Rastan  Q1867822,2012.0,False
861,861,35862157,M23 rebellion,military conflict,61759,161398,101,125,"Civilian casualties: 283+ killed <br/>140,000 displaced.",North  Kivu  Q130625,2013.0,False
862,862,35895060,Syrian Civil War spillover in Lebanon,military conflict,54649,324615,124,208,'''In clashes with Lebanese Army:'''<Br>500+ killed<Br>700+ captured<br> <small>(Lebanese Army claim)</small> <br>'''In clashes with Hezbollah:'''<br>Unknown,Sidon  Q163490|Beirut  Q3820|Arsal  Q4796334|Akkar  District  Q419697|Lebanon  Q822|Tripoli  Q168954,2017.0,False
863,863,35902880,Battle of Dofas,military conflict,9290,6971,15,26,"32 killed <small>(initial battle)</small> <br>42 killed <small>(subsequent air-strikes)</small> |caus2| 187 killed, 135 wounded, 55-73 captured",Dofas|Abyan  Governorate|Yemen,2012.0,False
864,864,35903066,2012 Abyan offensive,military conflict,20151,9876,35,51,34 civilians killed,Zinjibar  Q204391,2012.0,False
865,865,35912750,First Battle of Heglig,military conflict,2315,3113,1,14,3 |caus2| ''unknown'',Heglig  Q1320844,2012.0,False
866,866,35913015,Sudan Air Campaign,military conflict,8769,1880,17,29,''unknown'' |caus2| 17 killed <br /> 32 wounded,South  Sudan,2012.0,False
867,867,35981512,Timeline of the Bahraini uprising of 2011,civil conflict,71989,10672,103,246,,flag Bahrain,2011.0,False
868,868,35989398,Yo Soy 132,civil conflict,19825,65469,31,66,,Mexico,2013.0,False
869,869,36045579,2012 Armenian–Azerbaijani border clashes,military conflict,12155,11653,17,30,"{{flagicon|Armenia}} 3 soldiers killed, 6 wounded<br> {{flagicon|Nagorno-Karabakh}} 1 soldier killed, 2 wounded |caus2| {{flagicon|Azerbaijan}} 5 soldiers killed<br>Several wounded",Armenian Azeri  border  and  line  of  contact|Nagorno- Karabakh|Azerbaijan,2012.0,False
870,870,36059054,Battle of al-Haffah,military conflict,9364,16544,16,21,29 civilians killed,Al- Haffah  Q2371098,2012.0,False
871,871,36113635,2011–12 Maldives political crisis,civil conflict,39125,31670,70,66,,flagicon MDV Maldives,2012.0,False
872,872,36142743,Asturian miners' strike of 2012,civil conflict,19785,7690,23,114,,Asturias|Spain,2012.0,False
873,873,36157868,Scarborough Shoal standoff,military conflict,29562,152236,48,101,,Scarborough  Shoal  br coord 15 11 N 117 46 E dim 100000 display inline|title,2012.0,False
874,874,36173142,2012 Tripoli airport clashes,military conflict,4228,2221,3,17,17+ militiamen arrested<br>4 militiamen wounded<br>1 tank destroyed<br>1 tank captured |caus2| 60 wounded,Tripoli  International  Airport  Q44588,2012.0,False
875,875,36200167,June-August 2012 Hakkari clashes,military conflict,11660,4898,8,36,"(Dağlıca attack) 10 killed, 10 wounded<br>
(Şemdinli events)5 killed 27 wounded, 1 helicopter down<br>
(Çukurca attack) 8 killed |caus2| (Dağlıca attack) 26 to 32  killed  (Turkish sources) 15 killed (PKK claim)
(Şemdinli events) 6 to 120 killed (Turkish sources)
(Çukurca attack) 3 to 14 killed",Hakkâri  Province  Q93209,2012.0,False
876,876,36267146,Battle of Gao,military conflict,20382,19445,34,72,"35 killed overall, including 3 Niger fighters, and 41 wounded",Gao  Q188904,2012.0,False
877,877,36413545,Battle of Tremseh,military conflict,32598,16744,58,46,"39 killed overall (government claim) <br>150 claimed killed overall, 68–103 confirmed (opposition claim)",Hama  Q173545,2012.0,False
878,878,36464677,Battle of Damascus (2012),military conflict,62650,119075,142,66,140+ civilians killed,Damascus  Q3766,2012.0,False
879,879,36494808,Battle of Aleppo (2012–2016),military conflict,189389,298597,383,451,,Aleppo  Q41183,2016.0,False
880,880,36542184,2012 Gorno-Badakhshan clashes,military conflict,7885,9538,11,30,Disputed number of civilians casualties,Gorno- Badakhshan  Autonomous  Province  Q207319,2012.0,False
881,881,36590197,Battle of Anadan,military conflict,8228,23965,10,37,"4 killed |caus2| 6 killed, <br>25 captured, <br>1–2 [[main battle tank]]s destroyed and<br>8 captured {{sfnp|Bolling|2012|p|=|9}} <br/>5 [[Armoured personnel carrier|APC]]s captured {{sfnp|Bolling|2012|p|=|9}}",Anadan  Q4750735,2012.0,False
882,882,36591856,Moral and National Education controversy,civil conflict,13887,7065,22,66,,Admiralty|Hong  Kong Admiralty,2012.0,False
883,883,36682143,2012 Zintan clashes,military conflict,3090,1651,4,13,,Zintan  Q61102,2012.0,False
884,884,36822554,Rif Dimashq offensive (August–October 2012),military conflict,40303,24701,79,95,930 civilians killed (opposition claims),Rif  Dimashq  Governorate  Q232399,2012.0,False
885,885,36856978,Northern Mali conflict,military conflict,159086,514240,330,379,{{flagicon image|Flag of Jihad.svg}} 115 killed<br><small>(Conflict with Tuaregs)</small> ---- {{flagicon image|Flag of Jihad.svg}} 625 killed<br><small>(French intervention)</small>,Mali  Q912,2015.0,False
886,886,36884753,Lopota incident,military conflict,55896,14429,84,143,"3 killed, 5 wounded |caus2| Officially 11 killed, ""several"" wounded",Lopota  Q12866388,2012.0,False
887,887,36895265,List of drone strikes in Pakistan,military conflict,208956,52935,476,404,"2,515-4,026 total killed<br/>424-969 civilians killed",Pakistan  Q843,2004.0,False
888,888,36911203,2012 North Belfast riots,civil conflict,18394,8596,26,52,,Belfast North  Belfast|Belfast  West  UK  Parliament  constituency West  Belfast,2012.0,False
889,889,36920007,Withdrawal of U.S. troops from Afghanistan,military conflict,147390,281944,198,141,,Afghanistan  Q889,2016.0,False
890,890,36962249,2008 Indo-Pakistani standoff,military conflict,30271,36772,52,146,,India Pakistan  border  Q2635466,2008.0,False
891,891,36963633,2012 Catalan independence demonstration,civil conflict,44643,27907,72,166,,Barcelona  Q1492,2012.0,False
892,892,37004588,Occupy Central (2011–12),civil conflict,10578,14366,10,37,,Central|Hong  Kong Central|Hong  Kong,2012.0,False
893,893,37032089,Sinai insurgency,military conflict,95111,474255,178,190,"'''Civilian casualties:''' 500+ Egyptian, 219 Russians, 4 Ukrainians, 1 Belarusian, 6 Israeli, 4 South Korean, 1 Croatian<br> '''Yamam: '''2 killed <br> '''IDF:''' 1 killed <br>'''Total: 2,371–4,735+ killed'''",Sinai  Peninsula  Q36755,2011.0,False
894,894,37032207,Operation Sinai (2012),military conflict,27801,11763,44,66,"2 civilians killed, 6 wounded. <br/>'''Total: 55 killed'''",Sinai  Peninsula  Q36755,2012.0,False
895,895,37070832,Battle of Sangin (2010),military conflict,9046,57782,3,49,,Sangin  District  Q249296,2014.0,False
896,896,37138589,Operation Dawn (2012),military conflict,1928,4126,1,11,6 killed plus 2 village guards killed |caus2| 140 killed and one captured,Şemdinli  Q388797,2012.0,False
897,897,37153122,Battle of Kismayo (2012),military conflict,13088,23541,16,51,1 killed; 3 wounded civilians,Kismayo  Q270787,2012.0,False
898,898,37208792,First Battle of Lawdar,military conflict,2979,4286,6,19,"3 civilians killed, 33-35 people killed in total",Lawdar  Q985181,2010.0,False
899,899,37213634,Syrian–Turkish border clashes during the Syrian Civil War,military conflict,34918,20245,60,104,12 soldiers killed <br />''(Turkish claim)'' <br />14 soldiers killed<br /> 23 soldiers wounded<br />''(Syrian opposition claim)'' |caus2| 5 civilians killed,Syria  Q858,2014.0,False
900,900,37293017,Battle of Maarrat al-Nu'man (2012),military conflict,14315,2463,26,22,60 civilians killed,Maarrat  al- Nu man  Q728226,2012.0,False
901,901,37315707,Siege of Daraa,military conflict,25937,68249,45,57,"50 –220 protesters killed and 600 –1,000 arrested, 81 defected soldiers killed |caus2| 25 killed, 177 wounded",Daraa  Q238217,2011.0,False
902,902,37322919,February 1999 Kurdish protests,civil conflict,15906,9130,15,133,"1 dead and 1 injured (Turkey) <br/>
1,000 arrested (Turkey) <br>
3 arrested (Canada) <br>
1 injured (Denmark) <br>
20+ arrested (France) <br>
3 killed (Germany) <br>
17 injured (Germany) <br>
57 arrested (Germany) <br>
350 detained (Greece) <br>
49 detained (Russia) <br>
1 injured (UK) <br>
3 killed (Iran) '''Total:''' 7 dead, 20+ injured, ~1,500 detained/arrested |caus2| 5 diplomats taken hostage (Austria)<br/>
9 police injured (Canada) <br/>
1 politician taken hostage (Germany) <br/>
1 diplomat taken hostage (Italy) 1 diplomat, 1 policeman taken hostage (Switzerland)",flag Turkey Ankara|Diyarbakır|Istanbul br flag Armenia Yerevan br flag Australia Sydney br flag Austria Vienna br flag Belgium Brussels br flag Canada Montreal|Ottawa|Vancouver br flag Denmark Copenhagen br flag France Paris|Marseille|Strasbourg br flag Germany Berlin|Bonn|Düsseldorf|Hamburg|Stuttgart br flag Greece Athens br flag Iran Sanandaj|Kermanshah|Mahabad|Urmia|Tehran br flag Italy Milan br flag Netherlands The  Hague br flag Russia Moscow br flag Sweden Stockholm br flag Switzerland Bern|Geneva|Zurich br flag United  Kingdom London br flag United  States New  York  City|Washington|D C,1999.0,False
903,903,37398823,English Channel scallop fishing dispute,civil conflict,6050,3907,9,25,,convert 24 km mi off  the  coast  of  Le  Havre|France,2018.0,False
904,904,37410869,December 2009 Kurdish protests in Turkey,civil conflict,17404,10939,21,113,"3 killed <br>
8 injured <br>
32 arrested |caus2| 5 police injured",flag Turkey br flag Iraqi  Kurdistan,2009.0,False
905,905,37574369,Rif Dimashq offensive (November 2012–February 2013),military conflict,44691,24967,86,82,"1,000+ civilians killed",Damascus  Q3766,2013.0,False
906,906,37622567,Quneitra Governorate clashes (2012–14),military conflict,51391,20818,89,85,* {{flagicon|Syria}} At least 2+ Syrian civilians killed in Syrian gov-t bombings 8 Syrian civilians killed by Israeli Army bombardment. * {{flagicon|Israel}} 8 Israeli soldiers injured <br>1 Israeli civilian killed and three injured *2 unidentified militants killed by Israeli military,Quneitra  Governorate  Q219690|Golan  Heights  Q83210,2014.0,False
907,907,37641752,Operation Pillar of Defense,military conflict,162069,217381,334,373,"'''Palestinian civilian losses:'''<br />105 killed , 971 wounded (Palestinian claim) <br />57 killed (Israeli claim) <br />103 killed (UN preliminary estimate) <br />68 killed ([[Intelligence and Terrorism Information Center|ITIC]] claim) <br />87 killed ([[B'Tselem]] claim) <br />8 Palestinians [[Capital punishment in the Gaza Strip|executed by the al-Qassam Brigades]] '''Israeli civilian losses:'''<br />4 killed, 219 injured",Gaza  Strip  Q39760|Israel  Q801,2012.0,False
908,908,37710611,Siege of Base 46,military conflict,12547,21515,12,44,"Unknown |caus2| nearly 300 killed, 60 captured <small>(rebel claim)</small>",Urum  al- Sughra  Q7901526,2012.0,False
909,909,37750204,2012–13 Maribor protests,civil conflict,55179,7985,82,241,,Maribor|Slovenia,2013.0,False
910,910,37791586,Timeline of the Egyptian Crisis under Mohamed Morsi,civil conflict,61362,8706,128,85,34 killed,flag Egypt,2012.0,False
911,911,37857818,Battle of Ras al-Ayn,military conflict,40532,40815,63,76,122-148 killed,Ras  al- Ayn  Q1023330,2013.0,False
912,912,37969765,2012 Hama offensive,military conflict,11998,21267,24,41,90–200 civilians killed,Hama  Governorate  Q232355,2012.0,False
913,913,37985990,Battle of Yarmouk Camp (December 2012),military conflict,15659,10271,32,57,23 civilians killed,Yarmouk  Camp  Q2918779,2012.0,False
914,914,37991543,Kachin conflict,military conflict,36477,85535,65,148,"100,000+ civilians displaced (since 2011)",Kachin  State  Q140646|Shan  State  Q456847,2011.0,False
915,915,38024441,Central African Republic Civil War (2012–2014),military conflict,120758,64711,233,276,53,Central  African  Republic  Q929,2013.0,False
916,916,38089343,Battle of Vrbanja Bridge,military conflict,12409,39069,12,91,"4 killed, 3 wounded<br/>and 4 captured (later released) |caus2| 3 killed, 10 wounded<br/>and 10 taken hostage (later released)",Suada  and  Olga  bridge  Q1266711,1995.0,False
