,n_conflict,id,title,categories,article_lenght,views,refs_count,link_count,death,locations,end_date_clean,ongoing
123,123,3409267,2005 Cronulla riots,civil conflict,49439,462401,65,164,5 minor injuries (recorded) |caus2| 5+ major injuries<br> 20+ minor injuries (recorded),Cronulla  spreading  to  Maroubra|New  South  Wales Maroubra|Punchbowl|New  South  Wales Punchbowl|Lakemba|New  South  Wales Lakemba|Arncliffe|New  South  Wales Arncliffe and  Brighton- Le- Sands|New  South  Wales Brighton- Le- Sands,2005.0,False
124,124,3487647,International Force East Timor,military conflict,38604,23526,14,181,,East  Timor  Q574,2000.0,False
125,125,3489534,Operation Asbury Park,military conflict,3310,14707,0,29,"5 injured |caus2| 100 killed, 200-300 wounded",Dai  Chopan|Afghanistan,2004.0,False
126,126,3523983,Chadian Civil War (2005–2010),military conflict,21464,29427,37,110,"7,000 Killed <br />200,000 refugees",Chad  Q657,2010.0,False
127,127,3526110,Battle of Adré,military conflict,2733,6799,2,22,,Adré  Q2570307,2005.0,False
128,128,3568611,Siege of Monrovia,military conflict,4287,16315,4,31,"1,000 civilians killed",Monrovia  Q3748,2003.0,False
129,129,3620299,Battle of Debecka Pass,military conflict,10608,39588,7,50,"U.S.: 4 wounded <br>Peshmerga: 18 killed and 45 wounded (friendly fire) |caus2| 2 [[T-55]] tanks, 8 [[armoured personnel carrier]]s, 4 troop trucks, unknown number of soldiers killed, 20 captured",Between  Mosul and  Kirkuk|Ba athist  Iraq Iraq 35 53 3 35 N  43 47 1 55 E,2003.0,False
130,130,3631268,Operation Deny Flight,military conflict,54560,108364,88,223,,Bosnia  and  Herzegovina  Q225,1995.0,False
131,131,3705910,1999 Pakistani coup d'état,military conflict,73809,217190,76,361,,Pakistan  Q843,1999.0,False
132,132,3868059,Operation Grapes of Wrath,military conflict,16559,73974,17,77,"62 Israeli civilians wounded<br>20,000–30,000 Israeli civilians displaced<br>154–170 Lebanese civilians killed<br />350 Lebanese civilians wounded<br>350,000–500,000 Lebanese civilians displaced",Lebanon  Q822,1996.0,False
133,133,4000053,Guatemalan Civil War,military conflict,215451,535406,166,420,"between 140,000–200,000 dead and missing (estimated) {{sfn|CDI|1998|p|=}}",Guatemala  Q774,1996.0,False
134,134,4022115,Croatian War of Independence,military conflict,234003,1365604,363,794,"''' {{Flagu|Croatia}} '''<br />13,583–15,970 dead or missing <br><small>6,788–8,784 soldiers and 4,508–7,186 civilians killed or missing </small><br/ > 400,000 displaced |caus2| ''' {{Flagicon image|State Flag of Serbian Krajina (1991).svg}} RSK'''<br />6,827 dead or missing<br><small>4,177 soldiers and 2,650 civilians killed or missing</small> <br />''' {{Flagicon|Yugoslavia}} JNA'''<br /> 1,279 soldiers killed <br/>300,000 displaced",Croatia  Q224,1995.0,False
135,135,4103816,The Other Campaign,civil conflict,12881,16714,9,41,,,2006.0,False
136,136,4130789,Operation Iron Saber,military conflict,1371,6342,0,19,None |caus2| None,Najaf  Q168193,2004.0,False
137,137,4182083,Oplan HACKLE,military conflict,2121,2688,0,21,,Various  places  in  the  Philippines,2006.0,False
138,138,4184657,Operation Iron Justice,military conflict,4032,6378,0,25,None |caus2| None,Al  Mansor  district  of  Baghdad,2003.0,False
139,139,4293656,United States invasion of Afghanistan,military conflict,135594,484212,191,439,,Afghanistan  Q889,2001.0,False
140,140,4333462,Provisional Irish Republican Army campaign,military conflict,92797,169002,184,341,Loyalist paramilitary groups 44 killed,Primarily  Northern  Ireland and  England but  also  launched  attacks  against  British  targets  in  West  Germany|Belgium and  the  Netherlands,1997.0,False
141,141,4404119,Battle of Grozny (1994–95),military conflict,43121,247753,30,186,"35,000 civilians, including 5,000 children.",Grozny  Q5196,1995.0,False
142,142,4413123,Operation Swarmer,military conflict,5093,13301,2,36,None |caus2| 48 Captured (17 were later released),Samarra  Q170047,2006.0,False
143,143,4512092,Taliban insurgency,military conflict,93544,323373,181,215,"'''[[List of Afghan security forces fatality reports in Afghanistan|Afghan Security Forces:]]'''<br />
'''Dead:''' 13,700-16,013+ <br />
'''Wounded:'''16,500+ <br />
'''[[Coalition casualties in Afghanistan|Coalition]]''':<br />
'''Dead:''' 3,486 (all causes)<br />2,807 (hostile causes)<br /><small>(United States:&nbsp;2,356, United Kingdom:&nbsp;454, Canada:&nbsp;158, France:&nbsp;88, Germany:&nbsp;57, Italy:&nbsp;53, Others:&nbsp;321) </small><br />
'''Wounded:''' 22,773 <small>(United States:&nbsp;19,950, United Kingdom:&nbsp;2,188, Canada:&nbsp;635)</small> <br />
'''[[List of private contractor deaths in Afghanistan|Contractors]]''':<br />
'''Dead:''' 1,582 <br />
'''Wounded:''' 15,000+ <br />
'''Total killed: 20,743+''' |caus2| '''[[Taliban]]:'''<br/> '''Dead:''' 20,000 to 35,000",Afghanistan  Q889,2002.0,False
144,144,4513939,Operation Scorpion,military conflict,1420,7657,0,18,None reported |caus2| 52 detained,Kirkuk  Q173310,2006.0,False
145,145,4591548,Insurgency in Balochistan,military conflict,106321,287640,161,290,"~6,000 civilians killed in Pakistan (1973–1977) <br> 1,628+ civilians killed in Pakistan (2004–2009) <br> 2,988+ civilians killed in Pakistan (2011-2018) <br> ~4,500 arrested (2004–2005) <br> ~140,000 displaced (2004–2005) <br> {{flagicon|China}} 3 Chinese engineers killed<br>4 kidnapped<br>5 oil tankers damaged",Balochistan  Q181103,2012.0,False
146,146,4643078,Conflict in the Niger Delta,military conflict,49061,281778,54,209,,Niger  Delta  Q29412,2003.0,False
147,147,4695868,Reformasi (Malaysia),civil conflict,53119,37388,43,95,,Malaysia,2018.0,False
148,148,4750854,Battle of N'Djamena (2006),military conflict,6545,10281,8,41,"Unknown number of civilians killed, 387 injured on both sides",N Djamena  Q3659,2006.0,False
149,149,4854468,Opération Épervier,military conflict,15117,21863,7,88,,Chad  Q657,2014.0,False
150,150,5043324,Iraq War,military conflict,257517,5718543,419,887,"'''Estimated deaths:'''<br />
'''[[Lancet surveys of Iraq War casualties|''Lancet'' survey]]**''' (March 2003&nbsp;– July 2006): '''654,965''' (95% CI: 392,979–942,636) <br />
'''[[Iraq Family Health Survey]]***''' (March 2003&nbsp;– July 2006): '''151,000''' (95% CI: 104,000–223,000) <br />
'''PLOS Medicine Study**''': (March 2003&nbsp;– June 2011): '''405,000''' (95% CI: 48,000–751,000), in addition to 55,000 deaths missed due to emigration. <br /><br />
'''Documented deaths from violence:'''<br />
[[Iraq Body Count project|Iraq Body Count]] (2003&nbsp;– 14 December 2011): '''103,160–113,728''' civilian deaths recorded, and '''12,438''' new deaths added from the Iraq War Logs <br />'''[[Associated Press]] '''(March 2003&nbsp;– April 2009): '''110,600''' For more information see: [[Casualties of the Iraq War]]",Iraq  Q796,2011.0,False
151,151,5043637,War in Darfur,military conflict,133584,1192493,212,464,235 killed,Darfur|Sudan,2003.0,False
152,152,5133196,Battle of Mogadishu (2006),military conflict,11023,108158,13,82,Over 350 deaths,Mogadishu  Q2449,2006.0,False
153,153,5174257,2001–02 India–Pakistan standoff,military conflict,36510,214388,33,171,"789–1,874 non-combat deaths |caus2| unknown",Kashmir  Q43100,2002.0,False
154,154,5186673,2006 São Paulo violence outbreak,military conflict,11923,15465,9,62,21 civilian deaths,São  Paulo  Q175,2006.0,False
155,155,5250634,2004 unrest in Kosovo,civil conflict,40728,79684,55,128,,Kosovo|United  Nations  Interim  Administration  Mission  in  Kosovo UN  Administration  of  Kosovo,2004.0,False
156,156,5286332,Operation Astute,military conflict,29654,71369,44,209,Unknown |caus2| Unknown,East  Timor  Q574,2013.0,False
157,157,5316891,1990s uprising in Bahrain,civil conflict,15224,17989,10,72,40+ people killed (including one executed on charges of killing a soldier),flag Bahrain,1999.0,False
158,158,5317603,Operation Active Endeavour,military conflict,10882,68080,6,46,,Mediterranean  Sea  Q4918,2016.0,False
159,159,5663908,Operation Mountain Thrust,military conflict,6868,26619,2,96,"107 [[killed in action|KIA]]  , 43 captured ([[Afghan National Army|ANA]]) <br> 6 KIA , 30 [[Wounded in action|WIA]] ([[United Kingdom|UK]]) <br> 24 KIA, 50 WIA ([[United States|U.S.]]) <br> 4 KIA , 30 WIA ([[Canada]]) <br>  11 WIA ([[Australia]]) <br> 2 KIA , 1 WIA ([[France]]) <br> 1 KIA , 4 WIA ([[Romania]]) <br> '''Total:''' <br> 155 killed, <br> 106 wounded, <br> 43 captured |caus2| '''Total:''' <br> 1,134 killed, <br> 387 captured",Helmand  Q173821|Kandahar  Q45604|Paktika  Q185575|Zabul  Q139126|Urozgan  Q183028,2006.0,False
160,160,5861822,Battle of Al Qaim,military conflict,6693,44784,6,32,"9 KIA, 40 WIA |caus2| 125+ insurgents killed",Ubaydi  near  Al  Qaim|Al- Anbar,2005.0,False
161,161,5863017,Baxter protests,civil conflict,6672,974,4,13,,near  Port  Augusta|South  Australia Port  Augusta|South  Australia,2005.0,False
162,162,5929904,2001 uprising in Herat,military conflict,7484,63901,12,62,,Herat  Q45313,2001.0,False
163,163,6017794,Quebec Biker war,civil conflict,94992,130183,25,86,,Greater  Montreal|Quebec|Canada,2002.0,False
164,164,6031346,Baltic Air Policing,military conflict,36257,116409,79,246,,Lithuania  Q37,2004.0,False
165,165,6045065,South Lebanon conflict (1985–2000),military conflict,51051,130947,66,219,"'''SLA:'''<br/>621 killed <small>(1978–2000)</small><br/><small>(SLA claim)</small> <br>1,050 killed<br>639 wounded <small>(1982–1999)</small><br><small>(Hezbollah claim)</small> <br>'''IDF:'''<br />559 killed (256 in combat) <br>840 wounded <br/> 7 Israeli civilians killed by rockets |caus2| '''Hezbollah:'''<br>1,276 killed <small>(1982–2000)</small> <br> ~1,000 wounded<br/><small>(1982–1999)</small> <br> 270 Lebanese civilians killed <br>500 Lebanese civilians wounded",Southern  Lebanon  Q1480109,2000.0,False
166,166,6069615,Somali Civil War (2006–2009),military conflict,58767,17681,87,251,"'''Civilian casualties''': 16,724 killed <br>1.9&nbsp;million displaced 2008 civilian casualties; 7,674 civilians <br>(see [[War in Somalia (2006–present)#Casualties and displacement|Casualties section]])",Somalia  Q1045,2009.0,False
167,167,6107527,Operation Together Forward,military conflict,18987,17475,21,52,101 killed<br>1 captured (U.S.);<br /> 197 killed (Iraqi security forces) |caus2| Over 400 insurgents killed or captured,Baghdad  Q1530,2006.0,False
168,168,6113376,2006 Kodori crisis,military conflict,9340,12621,6,42,1 civilian killed <br>2 MIA special forces officers wounded,Kodori  Gorge|Abkhazia,2006.0,False
169,169,6124755,Battle of Bint Jbeil,military conflict,63601,47742,102,138,"76 Lebanese civilians killed in  [[Aynata]], [[Bint Jbeil]], and  [[Aytaroun]].",Bint  Jbeil  Q145355,2006.0,False
170,170,6162956,Battle of Maroun al-Ras,military conflict,25158,20882,29,59,No civilian casualties reported,Maroun  al- Ras  Q117848,2006.0,False
171,171,6219306,Operation Sharp and Smooth,military conflict,20233,15910,28,47,According to HRW 11 civilians killed. <br />5 civilians detained but released after three weeks,Baalbek  Q178835|Lebanon  Q822,2006.0,False
172,172,6273921,Tyre raid,military conflict,6280,10618,11,27,1 Lebanese soldier and 4 civilians killed (Lebanese claim),Tyre  Q82070,2006.0,False
173,173,6299231,2006 Hezbollah cross-border raid,military conflict,30506,40378,49,77,"8 soldiers killed<br>2 soldiers captured in critical condition, later died<br>2 soldiers wounded |caus2| None",Lebanon  Q822,2006.0,False
174,174,6299613,2006 Lebanon War,military conflict,229445,999587,403,616,"'''Israel Defense Forces:'''<br/>
Killed: 121 killed<br/>
Wounded: 1,244 <br/>
'''Israeli civilians:'''<br/>
Killed: 44 <br/>
Wounded:1,384 '''Foreign civilians:'''<br/>2 dead |caus2| '''Hezbollah Fighters:'''<br />
Killed:
250 (Hezbollah claim) <br/>
≤500 <small>(Lebanese officials' est.)</small> <br />
500 <small>(UN officials' est.)</small> <br />
600–800 (IDF claim) <br />
Captured: 4 fighters '''Amal militia:''' 17 dead

'''LCP militia:''' 12 dead

'''PFLP-GC militia:''' 2 dead

'''[[Iranian Revolutionary Guard|IRGC]]:''' ≈6–9 dead (Lebanese officials' est.) '''[[Lebanese Armed Forces]] and [[Internal Security Forces]]:''' 43 dead <br><br>
'''Lebanese civilians (combatants included) and foreign civilians:'''<br />
Dead:*<br />
1,191 <small>(Amnesty International)</small> <br />
1,109 <small>(including 250 Hezbollah fighters)</small><small>(Human Rights Watch)</small> <br />
1,191 <small>(Lebanese government est.)</small> <br>Wounded:
<br/>4,409

'''Foreign civilians:'''<br/>
51 dead <br/>25 wounded

'''United Nations:'''<br/>5 dead<br/>12 wounded",Levant  Q81483,2006.0,False
175,175,6344101,Battle of Ayta ash-Shab,military conflict,44838,11649,72,107,7 Lebanese civilians killed <small>(Lebanese sources)</small>,Ayta  ash  Shab  Q410303,2006.0,False
176,176,6347633,Oakwood mutiny,military conflict,53419,121848,50,213,,Metro  Manila  Q13580,2003.0,False
177,177,6356686,2002 Gujarat riots,civil conflict,126102,1627333,214,241,,Gujarat|India,2002.0,False
178,178,6412411,Operation Change of Direction 11,military conflict,48877,14379,75,99,"1 Israeli civilian killed and 157 Israeli civilians wounded <br />
Lebanese civilian casualties unknown",Southern  Lebanon  Q1480109,2006.0,False
179,179,6520313,Battle of Nasiriyah,military conflict,25961,200490,33,107,"359–431 killed<br>300+ captured<br>1,000+ wounded |caus2| 32 killed<br>60 wounded<br>6 captured<br>15+ vehicles destroyed<br> 8 [[Amphibious Assault Vehicles|AAVs]] destroyed",Nasiriyah  Q38811,2003.0,False
180,180,6574207,Afghan Civil War (1992–1996),military conflict,69677,18647,52,386,,Afghanistan  Q889,1996.0,False
181,181,6574209,Afghan Civil War (1996–2001),military conflict,55999,146738,42,314,,Afghanistan  Q889,2001.0,False
182,182,6581649,War of Dagestan,military conflict,26548,290347,27,153,"Unknown |caus2| 275 servicemen killed,<br>15 missing and 937 wounded<small> (Russian claim)</small> <br>significant losses to local Dagestani police and militias",Republic  of  Dagestan  Q5118,1999.0,False
183,183,6600238,2001 insurgency in the Republic of Macedonia,military conflict,122020,216328,177,213,"90 civilians killed, 150–250 total dead and 1,000 total casualties <br>
70–250 killed in fighting <br> 
'''Other''':<br>
140,000 people displaced <br> {{flagicon|European Union}} Three EU monitors killed in a non-combat related car accident <br/> {{flagicon|United Kingdom}} One UK soldier killed",Polog  Q2604025|Kumanovo  Municipality  Q2352376,2001.0,False
184,184,6720299,Black Spring (Algeria),civil conflict,6295,8032,3,47,,flag Algeria,2002.0,False
185,185,6729363,Greenham Common Women's Peace Camp,civil conflict,22671,166699,11,47,,RAF  Greenham  Common|Berkshire|England,2000.0,False
186,186,6791065,Siege of Dongnae,military conflict,8653,9903,0,33,"100 killed {{sfn|Hawley|2005|p|=|148}} <br>400 wounded {{sfn|Hawley|2005|p|=|148}} |caus2| 5,000 killed {{sfn|Hawley|2005|p|=|148}}",Dongnae  District  Q50383,2008.0,False
187,187,6827180,Operation Medusa,military conflict,19549,95942,12,55,"'''Afghanistan:'''<br /> 3 killed <br />'''Canada:'''<br />12 killed <br />'''Netherlands:'''<br />1 killed<br />'''U.S.:'''<br />1 killed<br />'''U.K.:'''<br /> 14 killed (MR-2 crash) |caus2| 512 killed,<br />136 captured",Panjwayi  District  Q782087,2006.0,False
188,188,6828277,Battle of Tora Bora,military conflict,33690,566841,35,180,Coalition: None<br />Northern Alliance: Unknown |caus2| 200 killed,Pachir  Aw  Agam  Q2217598,2001.0,False
189,189,7016618,Operation Mountain Fury,military conflict,17843,18207,6,57,,Paktika  Q185575,2007.0,False
190,190,7067051,2006 protests in Hungary,civil conflict,48715,53419,59,180,,Budapest and  other  cities|Hungary,2006.0,False
191,191,7075119,Jiangqiao Campaign,military conflict,7996,11554,2,58,"3,000 (Japanese estimate) {{cn|date|=|January 2018}} |caus2| 300 {{cn|date|=|January 2018}}",Heilongjiang  Q19206,2018.0,False
192,192,7149073,Advance of the Islamic Courts Union,military conflict,58453,12547,73,183,"1,000 killed<br>800 wounded <br>15–350 defected/deserted<br>(ICU claim–TFG claim) |caus2| 250 killed<br>400 wounded <br>600 defected/deserted",History  of  Somalia  1991- 2006 Somalia,2006.0,False
193,193,7179668,Operation Northern Watch,military conflict,6406,60500,7,47,"One F-16 damaged |caus2| 5–10 Killed, 30–40 wounded, 4
air defense systems destroyed",Northern  Ba athist  Iraq Iraq,2003.0,False
194,194,7179803,Operation Southern Watch,military conflict,18803,188205,16,159,19 American airmen killed and 372 Coalition personnel injured in the [[Khobar Towers bombing]]<br>4 [[RQ-1 Predator]] shot down<br>1 F-16 damaged<br> |caus2| 1 [[MiG-25 Foxbat]] and<br>1 [[MiG-23 Flogger]] shot down<br>10-15 air defense systems destroyed<br />175+ civilians killed and 500 others wounded,Southern  Ba athist  Iraq Iraq|below  the  32nd  and  33rd  parallels,2003.0,False
195,195,7192688,Operation Sinbad,military conflict,6980,13062,8,25,"11 KIA, 27 WIA (U.K.), <br /> 1 KIA (Denmark), <br /> 17 killed (Iraqi security forces) |caus2| 12+ killed, 29 captured (Confirmed Losses - More Unconfirmed)",Basra  Q48195,2007.0,False
196,196,7208318,Battle of Grozny (1999–2000),military conflict,32168,182867,47,174,Thousands of civilian casualties<br><small>(Figures never compiled)</small>,Grozny  Q5196,2000.0,False
197,197,7345190,Operation Banner,military conflict,49844,306692,98,213,13 killed,Northern  Ireland  Q26,2007.0,False
198,198,7471189,Insurgency in the Preševo Valley,military conflict,10855,113083,17,54,"15 civilians killed (8 Serb, 7 Albanian) and 25 wounded<br/> {{flagicon|UN}} 2 UN observers wounded<br/> {{flagdeco|Albania}} 15,000 refugees",Preševo  Q145871|Bujanovac  Q834989|Medveđa  Q846082,2001.0,False
199,199,7479452,2001 Bangladesh–India border clashes,military conflict,24559,40224,31,46,3 killed |caus2| 16 killed,Bangladesh India  border  Q2399139,2001.0,False
200,200,7490894,Battle of Panjwaii,military conflict,14318,39254,1,38,"{{plainlist|
* '''Canada:'''<br />16 killed, 50 wounded
* '''United States:'''<br />2 killed}} |caus2| 1,000+ killed ([[NATO]] estimate)",Panjwayi  District  Q782087,2006.0,False
201,201,7499576,Battle of Grozny (August 1996),military conflict,19843,108893,2,80,"Estimated 2,000 or more civilians killed {{sfn|Evangelista|2002|p|=|44}}",Grozny  Q5196,1996.0,False
202,202,7527612,Operation Herrick,military conflict,33430,382918,49,153,,Afghanistan|Asia,2014.0,False
203,203,7542968,Battle of Najaf (2004),military conflict,9575,60895,1,61,"{{flagdeco|United States}} 13 killed, 100+ wounded; 2 tanks, 4 armored vehicles destroyed<br> {{flagdeco|Iraq|2004}} 40 killed, 46 wounded, 18 captured |caus2| 1,594 killed, 261 captured {{citation needed|date|=|November 2018}}",Najaf  Q168193,2004.0,False
204,204,7550780,Battle of Amarah,military conflict,3819,20228,3,20,"2 civilians killed, 22 wounded",Amarah  Q366010,2006.0,False
205,205,7654560,Consolidation of states within Somalia (1998–2006),military conflict,12241,12258,2,78,,Somalia  Q1045,2006.0,False
206,206,7693711,Chenagai airstrike,military conflict,7691,17451,10,56,None |caus2| 70-80,Chenagai|Bajaur|Pakistan,2006.0,False
207,207,7724517,Jinzhou Operation,military conflict,8509,7177,0,69,"3,000 (Japanese estimate) {{citation needed|date|=|January 2018}} |caus2| 300 {{citation needed|date|=|January 2018}}",Liaoning  Q43934,2018.0,False
208,208,7731766,1999–2002 FARC–Government peace process,military conflict,14209,9945,0,95,,San  Vicente  del  Caguán  Q1642041,2002.0,False
209,209,7733141,Operation Autumn Clouds,military conflict,10315,15861,15,77,"{{unbulleted list |1 killed|ref|{{cite web |url=http://www1.idf.il/DOVER/site/mainpage.asp?sl=EN&id=7&docid=58460.EN |title=Archived copy |accessdate=2006-11-02 |deadurl=yes |archiveurl=https://web.archive.org/web/20070311113651/http://www1.idf.il/DOVER/site/mainpage.asp?sl=EN&id=7&docid=58460.EN |archivedate=11 March 2007 |df=dmy-all }}|</ref>| |3 civilians wounded}} |caus2| 82 Palestinians killed, at least halve of whom civilians<br />More than 260 wounded",Beit  Hanoun  Q74176,2006.0,False
210,210,7872571,Siege of the Church of the Nativity in Bethlehem,military conflict,24118,51563,34,87,2 wounded |caus2| 8 killed,Bethlehem  Q5776,2002.0,False
211,211,7900510,Central African Republic Bush War,military conflict,16236,81558,1,73,"'''Civilian casualties''':<br>Hundreds killed, 212,000 displaced {{sfn|Human Rights Watch|2007}}",Central  African  Republic  Q929,2007.0,False
212,212,7959095,2000–06 Shebaa Farms conflict,military conflict,12080,20868,15,61,9 Israeli civilians killed and 8 wounded<br/>Unknown Lebanese civilian casualties<br/>1 Syrian soldier killed and 7 wounded<br/>1 Lebanese soldier wounded<br/>1 French [[UNIFIL]] soldier killed,Shebaa  farms  Q1133272,2006.0,False
213,213,7967099,Battle of Ramadi (2004),military conflict,2406,45152,2,21,13 killed <br />40 wounded |caus2| 300–450 killed,Ramadi  Q192961,2004.0,False
214,214,7977253,Battle of Ramadi (2006),military conflict,45946,256712,46,144,"'''US:'''<br>80+ killed<br>200+ wounded<br>'''Iraq:'''<br>30 troops and policemen killed |caus2| 750-1,100 killed",Ramadi  Q192961,2006.0,False
215,215,7994603,Dongzhou protests,civil conflict,10357,8106,10,36,,Dongzhou 东洲,2006.0,False
216,216,8030439,Kizlyar-Pervomayskoye hostage crisis,military conflict,37892,53129,55,118,Estimated 26 or more civilians killed,Kizlyar  Q145810,1996.0,False
217,217,8202103,Battle of Malakal,military conflict,3630,14866,5,24,~150 killed and 400–500 wounded,Malakal  Q220049,2006.0,False
218,218,8231921,Albanian Civil War,military conflict,68831,90206,69,184,"2,000 {{sfn|Jarvis|2000}} –3,800, civilians and members of army, police and secret police {{Citation needed|date|=|December 2014}}",Albania  Q222,1997.0,False
219,219,8313471,Siachen conflict,military conflict,61413,726970,81,167,846 dead (including non-combat fatalities) since 1984 <br> 36 casualties during combat (1984) |caus2| 213 dead (including non-combat fatalities between 2003 and 2010) <br>200 casualties during combat (1984),Siachen  Glacier  Q333946,2003.0,False
220,220,8321680,Battle of Haditha,military conflict,10479,63364,11,41,"21 killed, 1 wounded |caus2| 40 killed",Haditha  Q944368,2005.0,False
221,221,8333214,Battle of Mosul (2004),military conflict,17370,71862,18,71,Unknown number of civilians killed<br />1 Turkish contractor killed,Mosul  Q83317,2004.0,False
222,222,8442323,Mexican Drug War,military conflict,200414,3151996,346,522,"'''Mexico:'''
395 servicemen killed and 137 missing, 4,020 Federal, State, and Municipal Police killed |caus2| 12,456 cartel members killed <br />121,199 cartel members detained <br /> 8,500 cartel members convicted",Throughout  Mexico|with  occasional  spillover  across  international  borders  into  Texas|Arizona|New  Mexico|and  California|and  also  into  the  neighboring  countries  of  El  Salvador|Nicaragua|Belize and  Guatemala,2006.0,False
223,223,8443101,Iraq spring fighting of 2004,military conflict,23628,35850,20,120,"'''U.S.:'''<br> 217 killed;<br>1 captured;<br> 2,500 wounded<br> '''Iraqi security forces:'''<br>150 killed;<br>14,800 deserted<br>'''Other coalition forces:'''<br> 16 killed;<br>107 wounded |caus2| 1,342 killed;<br> 430 captured",Iraq  Q796,2004.0,False
224,224,8502791,Fatah–Hamas conflict,military conflict,63014,166079,93,151,"98 civilians killed<br />1,000+ wounded on both sides <br/>'''Total: 350–600 killed'''",Gaza  Strip  Q39760,2007.0,False
225,225,8571476,Battle of Takur Ghar,military conflict,22064,303530,17,87,7 Killed<br />~12 Wounded<br />2 Chinooks lost |caus2| 200(?) Killed,Takur  Ghar  Q7678599,2002.0,False
226,226,8574275,Operation Falcon Summit,military conflict,9479,22270,0,60,7 wounded {{citation needed|date|=|September 2013}} |caus2| 60–70 killed<br>20 captured {{citation needed|date|=|September 2013}},Panjwaii  district|Kandahar  province|Afghanistan,2007.0,False
227,227,8601812,Operation River Falcon,military conflict,4723,6076,2,24,None |caus2| None,Sayifiyah,2006.0,False
228,228,8603895,Battle of Beledweyne (2006),military conflict,12342,3654,21,51,60 killed |caus2| 12 [[Prisoner of war|taken prisoner]],Beledweyne  Q815370,2006.0,False
229,229,8604172,Battle of Bandiradley,military conflict,12560,7230,24,34,N/A |caus2| 1 helicopter gunship,Banderadley  Q3322768,2006.0,False
230,230,8624240,Battle of Jowhar,military conflict,7090,6357,10,30,,Near  Jowhar|Somalia,2006.0,False
231,231,8691642,Battle of Jilib,military conflict,13887,11773,20,73,,Near  Jilib|Somalia,2007.0,False
232,232,8706744,Fall of Kismayo,military conflict,6122,5881,9,43,Unknown |caus2| Unknown,Kismayo  Q270787,2007.0,False
233,233,8733411,Attempts at reconciliation in Somalia (1991–2004),military conflict,13237,9286,17,57,,Somalia  Q1045,2004.0,False
234,234,8738012,Shatoy ambush,military conflict,6870,30829,15,50,76 killed |caus2| unknown,Yaryshmardy|Chechnya,1996.0,False
235,235,8739480,2000 Zhani-Vedeno ambush,military conflict,11326,27123,11,52,"At least 43 killed, 17 wounded and 11 captured (9 later executed) |caus2| Unknown",Near  Zhani- Vedeno|Chechnya,2000.0,False
236,236,8740568,2004 Nazran raid,military conflict,8928,17739,12,56,"~25 –27 civilians killed
----
'''Total casualties''': <br>92–98 killed<br>106 wounded",Nazran  Q163935,2004.0,False
237,237,8745619,Battle of Vedeno,military conflict,3998,1416,2,24,40 killed (rebel claim)<br>2–3 helicopters destroyed |caus2| Unknown,Vedeno  Q2312752,2001.0,False
238,238,8818973,Battle of Tal Afar (2005),military conflict,7488,16041,11,36,"'''USA:''' 4 killed <br>'''Iraq:''' 15 killed |caus2| 163 killed, 440–700 captured",Tal  Afar  Q990427,2005.0,False
239,239,8885976,Operation Summer Rains,military conflict,73705,41862,112,229,{{smalldiv |longitem|[[2006 Israel-Gaza conflict casualties timeline|Timeline of casualties caused during the Israel-Gaza conflict]]|}} {{longitem|[[2006 Israel-Gaza conflict casualties timeline|Timeline of casualties caused during the Israel-Gaza conflict]]}},hlist  Gaza  Strip Negev,2006.0,False
240,240,8963674,Battle of Haifa Street,military conflict,11093,30277,11,41,20 killed (Iraq) <br />1 killed (United States) |caus2| 133 killed<br />35 captured,Baghdad  Q1530,2007.0,False
241,241,9166102,Battle of Umm Qasr,military conflict,10363,44438,14,54,30–40 killed<br/>450 captured |caus2| 14 killed,Umm  Qasr  Q842407,2003.0,False
242,242,9167938,Houthi insurgency in Yemen,military conflict,105531,341337,213,314,-,Saada  Governorate  Q275732|Jizan  Region  Q269973|Al  Jawf  Governorate  Q328128|Amran  Governorate  Q275720|Hajjah  Governorate  Q328158,2015.0,False
243,243,9353923,Operation Imposing Law,military conflict,42639,22001,63,101,"7,482 civilians killed",Baghdad  Q1530,2007.0,False
244,244,9390792,"190th Fighter Squadron, Blues and Royals friendly fire incident",military conflict,27775,98516,45,66,,Iraq  Q796,2003.0,False
245,245,9541638,Battle of Husaybah (2004),military conflict,3985,24026,2,20,"5 killed, 25 wounded |caus2| 150 killed, 20 captured",Husaybah  Q4994771,2004.0,False
246,246,9604273,Battle of Najaf (2007),military conflict,13374,33163,13,86,"11–25 killed (Iraqi forces)<br/> 2 killed (U.S.)<br/>1 [[AH-64]] [[List of aviation accidents and incidents during the Iraq War|shot down]] |caus2| 263 killed, 407 captured (actual count by US Forces conducting detainee operations post battle)",Najaf  Governorate  Q192882,2007.0,False
247,247,9613270,Battle of Qala-i-Jangi,military conflict,30462,192162,34,130,"300+ Afghans dead  and 1 American killed |caus2| 86 re-captured, the rest killed",Qala- i- Jangi  Q7265904,2001.0,False
248,248,9624647,Internal conflict in Peru,military conflict,43949,291703,68,161,"69,280 killed by the conflict (until 2002)",Peru  LNG  Q7170972,2002.0,False
249,249,9790358,Battle for Height 776,military conflict,20172,62323,28,100,400–700 or more killed (Russian claims);<br/>20+ (according to the separatists) |caus2| 84 killed,Argun  River  Q652052,2000.0,False
