id,title,categories,article_lenght,views,refs_count,link_count,death,end_date,location,end_date_clean
21392260,Battle of Baltim,military conflict,9581,34757,12,48,,None,,
509894,Praieira revolt,military conflict,7643,17347,10,27,313 dead <br /> 513 wounded,"November 6, 1848 – March, 1849",Pernambuco (Q40942),1849
41191145,Battle of Siemiatycze,military conflict,3337,1800,0,26,,+1863-02-07T00:00:00Z,Siemiatycze (Q218980),1863
24993311,Action of 27 February 1941,military conflict,11060,12344,0,44,1 cruiser slightly damaged,27 February 1941,"off [[Maldives]], [[Indian Ocean]]",1941
2975771,1996 cruise missile strikes on Iraq,military conflict,6643,21670,4,63,,3 September 1996,Iraq,1996
16074902,Siege of Akragas (406 BC),military conflict,21401,8549,29,55,"6,000 killed<br/>15 triremes lost",April–December 406 BC,Agrigento (Q13678),406
157362,Battle of Burgos,military conflict,2434,13664,0,26,50 killed<br />150 wounded,7 November 1808,Burgos (Q9580),1808
3264176,Battle of Beauport,military conflict,12729,25572,20,68,210 killed<br>233 wounded,31 July 1759,Beauport (Q1659468),1759
57058181,Naval operations in Romanian-occupied Soviet waters,military conflict,8026,1043,18,38,,None,,
17048932,Battle of Fatehpur (1519),military conflict,8913,3541,1,26,,{{circa}} 1519,Thatta (Q27212),1519
36088960,Siege of the Acropolis (1826–27),military conflict,3191,11324,0,36,,+1827-05-25T00:00:00Z,Athens (Q1524),1827
38995632,Siege of Sluis (1587),military conflict,6607,5471,11,47,700 killed and 400 wounded,+1587-08-04T00:00:00Z,Sluis (Q10080),1587
3798726,May Day riots of 1894,civil conflict,9987,10145,10,34,,"May 1, 1894","[[Cleveland]], Ohio",1894
1950984,Great Railroad Strike of 1922,civil conflict,19245,79588,7,81,,{{Start date|1922|7|1}} –,Nationwide,1922
56575839,Camp Cawa-Cawa siege,civil conflict,6872,3353,10,41,20 hostages killed,3 {{spaced ndash}} 5 January 1989 or<br> 4 {{spaced ndash}} 6 January 1989,"Camp Cawa-Cawa, [[Zamboanga City]], [[Philippines]]",1989
1392055,"Murders of Chaney, Goodman, and Schwerner",civil conflict,65515,503426,69,232,,"Sunday, June 21, 1964","[[Neshoba County, Mississippi]]",1964
315366,Flint sit-down strike,civil conflict,16008,93972,4,72,,"December 30, 1936 - February 11, 1937","[[Flint, Michigan]]",1937
1416824,1934 West Coast waterfront strike,civil conflict,44145,72958,77,115,"'''Deaths''': 9,<br />'''Injuries''':>1000, <br />'''Arrests''': >500.","May 9, 1934 – July 31, 1934","[[Everett, Washington]];<br /> [[Portland, Oregon]]; <br /> [[San Francisco, California]]; <br /> [[Seattle, Washington]]",1934
35981512,Timeline of the Bahraini uprising of 2011,civil conflict,71989,10672,103,246,,{{start date|df|=|yes|2011|02|14}} – March 2011,{{flag|Bahrain}},2011
9881561,"St. Petersburg, Florida riots of 1996",civil conflict,9167,17248,12,28,,"'''First Wave:''' <br> October 25, 1996 – October 26, 1996 '''Second Wave:''' <br> November 13, 1996 – November 14, 1996","[[St. Petersburg, Florida|St. Petersburg]], [[Florida]], [[United States]]",1996
15105877,Tarnów train station bombing attack,civilian attack,9460,3342,4,38,+20,{{date|1939|08|28}},Tarnów (Q2472727),1939
11287637,Mecca Masjid blast,civilian attack,21125,19099,42,87,16,18 May 2007,Hyderabad (Q1361),2007
34821044,Occupation of Cullaville,civilian attack,8415,19363,12,56,,22 April 1993,Cullaville (Q1130076),1993
28014779,Ganghwa massacre,civilian attack,3844,24949,4,49,"212 - 1,300",6 January 1951 - 8 January 1951,Ganghwa County (Q50205),1951
36562961,Raid on Gaborone,civilian attack,13156,13113,0,55,"8 South African refugees, 2 Batswana, 1 Dutch national, and a six-year-old [[Sotho people|Mosotho]] boy",{{start date|1985|06|14|df|=|yes}},Gaborone (Q3919),1985
54547680,July 2017 Pennsylvania murders,"civilian attack, criminal, criminal",13376,58859,17,42,4,"July 5, 2017 {{ndash}} July 7, 2017","[[Bucks County, Pennsylvania|Bucks County]], [[Pennsylvania]], [[United States]]",2017
50940975,June 2016 Mukalla attacks,civilian attack,4034,18356,4,28,43+ to 50 (+8 attackers),28 June 2016,Mukalla (Q310772),2016
45199930,2015 Tel Aviv bus stabbing attack,civilian attack,7561,296,11,38,+0,21 January 2015,Tel Aviv (Q33935),2015
47083377,Saint-Quentin-Fallavier attack,"civilian attack, criminal",17763,87162,30,85,+1,{{Start date|2015|06|26|df|=|y}},Saint Quentin-Fallavier (Q636250),2015
11997488,Norco shootout,civilian attack,8450,162972,3,60,3 (including 2 perpetrators),"May 9, 1980",Norco (Q983606),1980
6164108,2006 Seattle Jewish Federation shooting,civilian attack,32481,23394,44,108,+1,"July 28, 2006",Seattle (Q5083),2006
10458926,Bloody Island massacre,civilian attack,8580,59795,8,40,"150–200 Pomo [[Native Americans in the United States|Native American]] old men, women and children.",{{start date|1850|05|15}},Clear Lake (Q1099503),1850
10822699,Goleta postal facility shootings,"civilian attack, mass murderer",6920,78903,4,50,8 (including the perpetrator),{{start date|2006|01|30}},Goleta (Q983840),2006
44774996,Cairns child killings,civilian attack,12222,106137,20,26,+8,18&ndash;19 December 2014,Manoora (Q19875371),2014
50339495,Monte Tchota massacre,civilian attack,5352,16124,9,14,"8 Cape Verdean soldiers and 3 civilian contractors (2 Spanish, 1 Cape Verdean)",+2016-04-27T00:00:00Z,"Monte Tchota, [[Santiago, Cape Verde|Santiago Island]], [[Cape Verde]]",2016
57990615,2018 Quetta suicide bombing,civilian attack,6430,5687,8,35,+31,25 July 2018,Pakistan (Q843),2018
12264090,1977 Dutch train hijacking,civilian attack,10597,13953,6,50,+8,23 May - 11 June 1977,"[[Image:Flag of the Netherlands.svg|20px|border]] [[Glimmen]], [[Netherlands]]",1977
41073709,Chunnakam market massacre,civilian attack,3161,1645,2,23,+9,"March 28, 1984",Chunnakam (Q5116450),1984
636892,Battle of Kinston,"military conflict, NRHP",3981,16647,2,36,260,{{Start date|1862|12|14}},Lenoir County (Q507907),1862
55065658,Second Battle of Cellorigo,military conflict,3182,1808,0,40,,883,Cellorigo (Q1637462),883
13588063,Third Encirclement Campaign against Jiangxi Soviet,military conflict,11759,4630,0,95,"30,000",+1931-09-18T00:00:00Z,Jiangxi (Q57052),1931
2138979,"Mayoyao, Ifugao","settlement, military conflict",9794,10959,2,41,,None,,
12251608,Trebizond Campaign,military conflict,2487,15717,3,24,,+1916-04-15T00:00:00Z,"[Trabzon (Q45301), Ottoman Empire (Q12560)]",1916
1987502,Battle of Noryang,"military conflict, Chinese",19807,94260,21,56,200 ships {{sfn|Hawley|2005|p|=|538}},16 December 1598,"[[Noryang Strait]], off the coast of [[Namhaedo|Namhae Island]]",1598
25817108,Battle of Beledweyne (2010),military conflict,8879,3681,15,53,,"January 10, 2010-January 14, 2010<br/>January 22, 2010-January 24, 2010",Beledweyne (Q815370),2010
6168664,Battle of Baesweiler,military conflict,3951,5333,5,34,Unknown.  Duke of Guelders killed,22 August 1371,Baesweiler (Q200894),1371
39353154,Lebanon–Syria border clashes,military conflict,21061,4248,43,64,,+2017-08-28T00:00:00Z,Lebanon–Syria border (Q3089110),2017
29312660,Oregon Maneuver,military conflict,20043,6114,33,97,,+1943-10-00T00:00:00Z,Central Oregon (Q5061558),1943
20027462,Second Thirty Years' War,military conflict,4561,44747,2,39,,None,Гусейн Гадашев (Q5401),
51407035,Operation Euphrates Shield,military conflict,171060,88793,361,445,{{flagicon|Turkey}} 71 killed <br> {{Flagicon|Syrian opposition}} 614 killed,+2017-03-29T00:00:00Z,Syria–Turkey border (Q3088996),2017
3041739,Battle of Siffin,military conflict,33334,327107,49,97,"25,000",+0657-07-28T00:00:00Z,Raqqa (Q283368),0657
19351503,Carré d'As IV incident,military conflict,20048,18118,25,88,None,+2008-09-15T00:00:00Z,"The [[Gulf of Aden]], off [[Somalia]]",2008
12879124,Shuangduiji Campaign,military conflict,15410,4849,0,98,"46,000 killed<br/>50,000 captured<br/>5,500 defected",+1948-12-15T00:00:00Z,Anhui (Q40956),1948
39794645,Capture of the Dutch fleet at Den Helder,military conflict,13384,257138,18,63,,{{start date|1796|01|23|df|=|y}},Between [[Texel]] and [[Den Helder]],1796
44413891,Derna campaign (2014–16),military conflict,24786,32919,51,81,"LNA: <br>14 fighters executed<br>in [[Sabha, Libya|Sabha]] <br>Several militiamen deserted","5 October 2014 – 21 April 2016<br>( {{Age in months, weeks and days|month1|=|10|day1|=|5|year1|=|2014|month2|=|04|day2|=|21|year2|=|2016}} )<br><small>(ISIL presence since early 2014) </small>",Derna (Q211866),2014
144507,Battle of Route Coloniale 4,military conflict,8372,44658,1,58,"'''French:''' 4,800 killed and wounded<br>2,000 missing or captured<br>'''State of Vietnam:''' 1,000+",+1950-10-13T00:00:00Z,Đông Khê (Q10840765),1950
11523787,Vandalic War,military conflict,47020,104964,82,186,,+0534-03-00T00:00:00Z,North Africa (Q27381),0534
49733566,Operation Phou Phiang III,military conflict,9827,5759,14,56,,18 January &ndash; March 1973,Plain of Jars (Q870258),1973
45467602,Sinking Creek Raid,military conflict,27571,2193,36,68,0,"November 26, 1862",Greenbrier County (Q494203),1862
19691660,Battle of Funkstown,military conflict,4718,12795,2,48,,{{Start date|1863|7|10}},Funkstown (Q754539),1863
22937234,Second Battle of Swat,military conflict,14082,78697,23,80,"168 killed, 454 wounded","16 May – 15 July 2009<br>( {{Age in months, weeks and days|year1|=|2009|month1|=|05|day1|=|16|year2|=|2009|month2|=|07|day2|=|15}} )",Swat District (Q389161),2009
28283326,Battle of Sulcoit,military conflict,7204,11977,1,38,light,968,County Tipperary (Q184618),968
31359137,Action of 27 March 1942,military conflict,4759,11211,3,34,141 killed<br/>1 Q-ship sunk,27 March 1942,"off [[Norfolk, Virginia]], [[Atlantic Ocean]]",1942
52036146,Battle of San Felipe del Obraje,military conflict,1667,962,0,14,,None,,
4536779,Battle of Yaguajay,military conflict,4526,22387,3,28,unknown,+1958-12-30T00:00:00Z,Yaguajay (Q862092),1958
3158121,Battle of Adasa,military conflict,2378,14320,0,32,,161 BC,[[Adasa]],161
11341728,Battle of Novara (1500),military conflict,3894,7071,1,17,,+1500-04-10T00:00:00Z,Milan (Q490),1500
37613180,Combat Skyspot,military conflict,39139,16802,49,151,,+1973-00-00T00:00:00Z,"sites in [[Laos]], [[South Vietnam]], [[Thailand]];<br>targets in [[Cambodia]], [[North Vietnam]], South Vietnam, Thailand",1973
14463377,Battle of Amami-Ōshima,military conflict,8279,89718,12,37,15 killed <br>1 naval trawler sunk,22 December 2001,"Off the coast of [[Amami-Ōshima]], in the [[East China Sea]]",2001
56621329,Battle of Idelimane,military conflict,7124,423,8,19,1 killed<br>4 wounded<br><small>(according to the MNLA)</small><br>100 killed<br>20 captured<br><small>(according to MUJAO)</small>,+2012-11-19T00:00:00Z,Ansongo (Q2620152),2012
52666294,Battle of Lahti,military conflict,13176,8893,9,63,64 Germans killed <br> ~20 Whites killed,19 April – 1 May 1918,Lahti (Q28911),1918
1670766,Battle of Tolentino,military conflict,6731,32655,0,46,"800 total:<br>
700 killed<br>100 wounded",2–3 May 1815,Tolentino (Q94978),1815
998807,Arctic convoys of World War II,military conflict,34448,174502,10,249,85 merchant vessels<br />16 warships,+1945-05-01T00:00:00Z,"[Norwegian Sea (Q47545), Arctic Ocean (Q788)]",1945
39487783,Battle of Davao,military conflict,18705,24270,13,65,"'''US''': 350 dead, 1,615 wounded {{rp|635}}",+1945-06-10T00:00:00Z,Davao City (Q1473),1945
2937321,Battle of Mojkovac,military conflict,6608,46809,8,42,"2,500",+1916-01-07T00:00:00Z,Mojkovac (Q500080),1916
56085398,Donbass Strategic Offensive (July 1943),military conflict,7821,5156,0,72,,None,,
43488637,Nicosia Cinema Bombing,military conflict,2144,2907,3,21,,24 May 1955,Nicosia (Q3856),1955
252164,Operation Totalize,military conflict,24011,68111,1,87,"At least 1,256 {{efn|Michael Reynolds quoting [[Stanisław Maczek]], places the Polish losses during the operation at 656 men.|sfn|Reynolds|2001|p|=|246| Copp wrote that Canadian losses included more than 600 men killed.|sfn|Copp|2004|p|=|211}} <br />146+ tanks {{sfn|Reynolds|2001|p|=|246}} Copp wrote that Canadian losses included more than 600 men killed. {{sfn|Copp|2004|p|=|211}} {{efn|Reynolds claims that the operation cost the Canadians over 80 tanks, while Maczek claims that the 1st Polish Armoured Division lost an additional 66 tanks.|sfn|Reynolds|2001|p|=|246}} {{sfn|Reynolds|2001|p|=|246}}",+1944-08-13T00:00:00Z,Normandy (Q18677875),1944
20013607,Convoy ON 207,military conflict,7603,1197,0,46,no losses,+1943-10-29T00:00:00Z,Atlantic Ocean (Q97),1943
47198850,Battle of Geyve,military conflict,1993,3291,1,17,,15–17 May 1920,Geyve (Q2248743),1920
58038666,Siege of Cirta,military conflict,7413,485,0,41,Garrison massacred,113 BC,Constantine (Q187346),113
187309,Battle of Suomussalmi,military conflict,9446,109463,8,36,"750 killed or missing <br>1,000 wounded",+1940-01-08T00:00:00Z,Suomussalmi (Q214054),1940
24032821,Battle for Lake Tanganyika,military conflict,36410,68240,71,124,'''British:'''<br />No human losses<br />1 armed boat damaged<br />'''Belgian:'''<br />1 steamer sunk,+1916-07-00T00:00:00Z,Lake Tanganyika (Q5511),1916
12575824,Battle of Mount Olympus,military conflict,7890,7615,11,52,"10,000 dead, <br/> 30,000 captured",189 BC,Uludağ (Q925688),189
13216067,Battle of Suursaari,military conflict,9384,14171,6,29,,None,,
7838480,Battle of Sarimbun Beach,military conflict,7941,19382,0,44,"Unknown, possibly significant",+1942-02-09T00:00:00Z,Western Water Catchment (Q7988434),1942
2805325,Battle of Ulundi,military conflict,22504,167283,1,75,"13–18 killed {{sfn|Knight|2005|p|=|59}} <br>69–85 wounded {{efn|harvnb|Knight|2005|p|=|59| gives 13 killed 69 wounded. |harvnb|Colenso|1880|p|=|448| gives 18 killed, 85 wounded}} {{harvnb|Knight|2005|p|=|59}} gives 13 killed 69 wounded. {{harvnb|Colenso|1880|p|=|448}} gives 18 killed, 85 wounded",4 July 1879,Ulundi (Q1013421),1879
8745619,Battle of Vedeno,military conflict,3998,1416,2,24,40 killed (rebel claim)<br>2–3 helicopters destroyed,"13 August – 26 August 2001<br>( {{Age in months, weeks and days|year1|=|2001|month1|=|8|day1|=|13|year2|=|2001|month2|=|8|day2|=|26}} )",Vedeno (Q2312752),2001
51003433,Zhabokryak Raid,military conflict,1973,836,1,9,2 wounded,None,Bulgaria,
28853271,Battle of Canyon de Chelly,military conflict,6909,30180,9,42,Unknown,+1864-01-14T00:00:00Z,"Canyon de Chelly, [[Arizona Territory]]<br/>Present-day [[Canyon de Chelly National Monument]], [[Arizona]]",1864
51439576,Powder River Massacre,military conflict,6311,2621,3,50,none,"August 17, 1865",Powder River (Q2096785),1865
37593013,Tawakalna ala Allah Operations,military conflict,22254,30560,16,42,"5,000 casualties",+1988-07-00T00:00:00Z,Around the Iran–Iraq border,1988
11242019,Battle of Cabezón,military conflict,2212,8073,2,27,Unknown,12 June 1808,Valladolid (Q8356),1808
18512967,Battle of Cotagaita,military conflict,3471,2730,0,36,,"October 27, 1810","Santiago de Cotagaita, [[Bolivia]]",1810
516951,1982 Hama massacre,military conflict,21460,200820,25,106,+10000,+1982-02-28T00:00:00Z,Hama (Q173545),1982
8471369,Attack at the Lower Sioux Agency,military conflict,3886,849,0,25,20 Killed<br>10 captured<br>47 escaped,"August 18, 1862",Lower Sioux Indian Reservation (Q6693817),1862
38855,Battle of Trafalgar,military conflict,79589,2545356,84,330,"458 dead<br />1,208 wounded
<br />'''Total: 1,666'''",21 October 1805,Cape Trafalgar (Q203950),1805
29329421,Battle of Mount Gray,military conflict,6093,5506,3,53,none,"April 7, 1864",Peloncillo Mountains (Q2068238),1864
13125399,Battle of Nisibis (217),military conflict,8911,27153,15,55,Heavy,217,Nusaybin (Q1553052),217
31165684,Anglo-French blockade of the Río de la Plata,military conflict,39050,58283,9,160,,+1850-08-31T00:00:00Z,Río de la Plata Basin (Q2362283),1850
17278469,Battle of Artaza,military conflict,2282,1835,1,22,,None,,
50537462,Battle of the Shaer gas field (2016),military conflict,6726,1348,15,21,16 killed (1st day),"2–30 May 2016<br>( {{Age in months, weeks and days|month1|=|05|day1|=|2|year1|=|2016|month2|=|05|day2|=|30|year2|=|2016}} )",Palmyra (Q5747),2016
24545441,Siege of Humaitá,military conflict,9550,11607,2,56,250 dead<br> 100 wounded,+1868-07-25T00:00:00Z,Paraguay River (Q179396),1868
31413133,Battle of Czarnowo,military conflict,24357,12739,43,143,"Czarnowo: 846&ndash;1,400<br>Bieżuń: light<br>Kołoząb: 518<br>Soldau: 221",23 December 1806,"Czarnowo, Nowy Dwór Mazowiecki County (Q5201642)",1806
36914500,Operation Tail-Wind,military conflict,5342,13584,0,40,unknown,+1970-01-12T00:00:00Z,Owerri (Q583619),1970
27255697,Battle of Borgo,military conflict,3362,5542,0,21,,"October 8 – 9, 1768",Borgo (Q637242),1768
1854241,Torstenson War,military conflict,9446,59571,0,114,,+1645-00-00T00:00:00Z,Denmark (Q35),1645
28378136,French conquest of Morocco,military conflict,4784,58985,4,36,"* 9,445 French regulars ( {{small|622 officers}} ) killed 
* 11,254 natives killed 
* 15,000 wounded",{{Start date|1911}} – {{End date|1934}},North Africa (Q27381),1934
55480042,Qatif conflict,military conflict,19090,21053,32,79,,"26 November 1979 – 1983 <br> (4 years) <br> 11 March 2011 - present <br> ( {{Age in months, weeks and days|month1|=|3|day1|=|11|year1|=|2011}} )",Saudi Arabia (Q851),2011
37563299,Battle of Selburg,military conflict,7294,2778,5,52,,"September 30, 1626",Sēlpils Castle (Q11021147),1626
18477348,Oslo Mosquito raid,military conflict,6263,41241,4,44,,None,,
1234822,Battle of Lund,military conflict,13503,36477,2,55,"5,000: {{sfn|Rystad|Göran|2005|p|=|140}} <br>
2,500–3,000 killed<br>2,000 wounded<br>70 captured","December 4, 1676",Lund (Q2167),1676
45672603,Pyrrhus' invasion of the Peloponnese,military conflict,33200,7673,0,173,,272 BC,Peloponnese (Q78967),272
9521850,Wanshan Archipelago Campaign,military conflict,21817,13932,0,198,700+<BR>4 [[gunboat]]s sunk<br>11 naval vessels captured,+1950-08-07T00:00:00Z,Wanshan Qundao (Q211508),1950
52269373,Mataram conquest of Surabaya,military conflict,14890,10078,0,68,,+1625-00-00T00:00:00Z,Java (Q3757),1625
49216414,Women's March (South Africa),civil conflict,10383,36976,12,55,,9 August 1956,Union Buildings (Q2264091),1956
35880222,Demra massacre,civilian attack,4123,4418,4,21,More than 900,13 May 1971,"Demra, [[Pabna District|Pabna]], [[Bangladesh]]",1971
55071572,2011 Tel Aviv truck attack,civilian attack,3229,2540,3,21,1,{{start date|df|=|yes|2011|5|15}} ([[Nakba Day]]),"[[Tel Aviv]], Israel",2011
50559163,May 2016 Dürümlü bombing,civilian attack,2394,7199,4,20,16 ( {{small|civilians}} ),12 May 2016,Diyarbakır (Q83387),2016
22834736,Hong Kong acid attacks,civilian attack,18051,12476,22,48,+0,"* 13 December 2008, at 5:15 pm
* 16 May 2009, at 4:47 pm
* 8 June 2009, at 8 pm
* 9 January 2010, at 9:30 pm","Several along [[Sai Yeung Choi Street]] South, [[Mong Kok]], Hong Kong",2010
1984980,Arakan massacres in 1942,civilian attack,11052,75187,12,44,"20,000 Arakanese deaths<br>40,000+ Rohingya deaths",1942,"Arakan, Burma (present-day [[Rakhine State]], [[Myanmar]])",1942
58168680,August 2018 Kabul suicide bombing,civilian attack,5795,3361,8,26,48,15 August 2018,"[[Kabul]], [[Afghanistan]]",2018
11169328,2006 German train bombing attempts,civilian attack,8520,1045,12,52,,31 July 2006,"[[Cologne]], [[North Rhine-Westphalia]], on trains en route to (1) [[Hamm]] or [[Dortmund]], North Rhine-Westphalia, and (2) [[Koblenz]], [[Rhineland-Palatinate]]",2006
57361754,1946 British Embassy bombing,civilian attack,32158,4206,0,129,,31 October 1946,"[[Porta Pia]], [[Rome]]",1946
25484507,December 2009 Lower Dir mosque bombing,civilian attack,2629,4175,4,15,+12,None,,
797310,Operation Spring Awakening,military conflict,17426,197471,9,107,"'''German attack (6–15 March 1945):'''<br> {{flagcountry|Nazi Germany|23px}} : [[Army Group South]]: 12,358 men {{sfn|Frieser|Schmider|Schönherr|Schreiber|2007|p|=|941}} , 31 tracked AFVs destroyed {{sfn|Frieser|Schmider|Schönherr|Schreiber|2007|p|=|941}} , 1 APC destroyed {{sfn|Frieser|Schmider|Schönherr|Schreiber|2007|p|=|942}} : [[Army Group F]]: Unknown {{flagdeco|Kingdom of Hungary (1920–46)}} Unknown

'''Soviet counter-offensive (16 March–15 April 1945)''':
:~30,000 killed<br>
:~125,000 captured :1,345 tanks and assault guns lost {{sfn|Frieser|Schmider|Schönherr|Schreiber|2007|p|=|953}} {{efn|Many were abandoned due to a lack of fuel. |sfn|Frieser|Schmider|Schönherr|Schreiber|2007|p|=|952}} : 2,250 guns and mortars lost {{sfn|Frieser|Schmider|Schönherr|Schreiber|2007|p|=|952}} {{sfn|Frieser|Schmider|Schönherr|Schreiber|2007|p|=|953}} : 446 armour personnel carriers : 200+ aircraft",+1945-03-16T00:00:00Z,Lake Balaton (Q6383),1945
1902031,Siege of Maastricht (1673),military conflict,9320,15336,1,44,Unknown,+1673-06-26T00:00:00Z,Maastricht (Q1309),1673
19081854,Battles of the Kinarot Valley,military conflict,39110,12242,47,201,,None,,
38680726,Battle of Biltine,military conflict,3132,260,4,19,50 killed,25 November 2006,Biltine (Q1809024),2006
3219561,Battle of Cocherel,military conflict,4381,19265,3,37,,16 May 1364,Houlbec-Cocherel (Q587864),1364
7517484,Battle of Zumail,military conflict,7592,11030,0,37,minimal,November 633,Iraq (Q796),633
23697479,Battle of Zacatecas (1914),military conflict,7837,26793,11,28,,None,,
573850,Siege of Rouen,military conflict,5900,22355,0,34,,+1419-01-19T00:00:00Z,Rouen (Q30974),1419
31057937,Battle of the Valerik River,military conflict,13658,6163,6,42,"71 killed, 265 wounded and [[Shell shock|shell-shocked]], eight missing","July 11, 1840",Valerik River (Q4102843),1840
9890942,Battle of Napue,military conflict,13716,7208,15,57,"1,600 killed and 900 wounded or captured","February 19, 1714 ([[Julian calendar|O.S.]])<br>March 2, 1714 ([[Gregorian calendar|N.S.]])",Isokyrö (Q571384),1714
55541108,Tongo Tongo ambush,military conflict,73168,197048,114,217,"'''9 killed, 10 wounded'''<br /> {{flagdeco|Niger}} 5 killed, 8 wounded <br /> {{flagdeco|United States}} 4 killed, 2 wounded",4 October 2017,Tongo Tongo (Q48837272),2017
745994,Battle of Chaeronea (338 BC),military conflict,30633,277778,53,108,unknown,"August 2, 338 BC",Chaeronea (Q549874),338
23640149,Four Four Bravo,military conflict,8199,23198,3,44,,None,,
28963590,Siege of Château Gaillard,military conflict,10063,25103,1,37,unknown,"August 1203-March 6, 1204",Château Gaillard (Q1090492),1204
1443446,Paraguay expedition,military conflict,5565,22697,2,51,None,+1859-02-10T00:00:00Z,Asunción (Q2933),1859
17655622,Four days of Naples,military conflict,21046,71504,4,79,{{flagicon|Kingdom of Italy}} 168 fighters killed,27–30 September 1943,Naples (Q2634),1943
5675501,Battle of Dornock,military conflict,4225,8211,5,27,2,25 March 1333,Dornock (Q5298138),1333
643258,Battle of Inab,military conflict,7749,41424,8,55,Heavy,29 June 1149,Inab (Q15228607),1149
32574064,Battle of Lopera,military conflict,4281,6775,9,27,300 dead<br/>600 wounded,+1936-12-29T00:00:00Z,Jaén Province (Q95025),1936
48344897,Battle of the Visayas (1899),military conflict,2955,2672,0,17,,None,,
279551,Battle of Changping,military conflict,7993,289422,2,50,"450,000",-0260-07-00T00:00:00Z,"Northwest of [[Gaoping]], [[Shanxi]]",0260
45541677,Operation Texas (Vietnam),military conflict,8522,8834,1,46,{{flagicon|United States}} 99 killed,+1966-03-25T00:00:00Z,Quảng Ngãi (Q33304),1966
20026241,Battle of Jinyang,military conflict,11118,11899,16,63,,"455 BC – May 8, 453 BC",Taiyuan (Q72778),453
157409,Battle of Hondschoote,military conflict,21725,9861,18,73,"3,000",6–8 September 1793,Hondschoote (Q391344),1793
52821444,Skirmish of Loch Ailort,military conflict,3857,3029,3,30,,9 May 1746,Loch Ailort (Q6664867),1746
2183239,Ndogboyosoi War,military conflict,1768,13101,0,17,,1982,Sierra Leone (Q1044),1982
42085878,Russian military intervention in Ukraine (2014–present),military conflict,317223,1290459,590,714,2000–2500 killed {{Ref label|killed|*}},"20 February 2014&nbsp;– present<br /> {{small|(|Age in years, months, weeks and days|month1|=|2|day1|=|20|year1|=|2014|)}} {{Age in years, months, weeks and days|month1|=|2|day1|=|20|year1|=|2014}} )","[Crimean Peninsula (Q7835), Donetsk Oblast (Q2012050), Luhansk Oblast (Q171965), Kherson Oblast (Q163271), Sea of Azov (Q35000), Rostov Oblast (Q3573)]",2014
6723726,Operation Overlord,military conflict,92121,2188586,0,394,"{{plainlist |
* 226,386 casualties|sfn|Tamelander|Zetterling|2003|p|=|341|efn|name|=|Allied air casualties|
* 4,101 aircraft|sfn|Tamelander|Zetterling|2003|p|=|341|
* ~4,000 tanks|sfn|Tamelander|Zetterling|2003|p|=|342|}} {{sfn|Tamelander|Zetterling|2003|p|=|341}} {{efn|name|=|Allied air casualties}} * 4,101 aircraft {{sfn|Tamelander|Zetterling|2003|p|=|341}} * ~4,000 tanks {{sfn|Tamelander|Zetterling|2003|p|=|342}}","[+1944-08-25T00:00:00Z, +1944-08-30T00:00:00Z]",Normandy (Q15878),1944
43846727,Raid on Lepka,military conflict,1163,319,1,9,,None,,
31929499,Dalmatian Campaign (1809),military conflict,16563,12180,30,97,,None,,
15152777,Battle of Shangcai,military conflict,9516,3988,0,62,"5,000",+1948-06-19T00:00:00Z,Henan (Q43684),1948
39177240,Al-Qusayr offensive,military conflict,56136,35362,127,62,740–809 killed,+2013-06-08T00:00:00Z,Al-Qusayr (Q195410),2013
12378554,Battle of Wanna,military conflict,18699,3739,16,113,,None,,
26923920,Battle of Woody Point,military conflict,7733,6606,3,51,22 killed<br/> 1 bark scuttled,+1811-06-16T00:00:00Z,Clayoquot Sound (Q1099243),1811
37441327,Battle of Montenegro,military conflict,8512,3208,0,33,,24 June 1838,Montenegro - Cuyambuyo,1838
41021783,Convoy ON 92,military conflict,15429,61168,20,77,,+1942-05-21T00:00:00Z,Atlantic Ocean (Q97),1942
25161173,Patrol of Waddan,military conflict,4424,20520,5,30,0,"12th Rajab 2 AH <br/>
30th Dec 623 AD","[[Waddan, Saudi Arabia]]",623
5283590,Battle of the Iron Triangle,military conflict,4651,15134,1,21,,+1974-11-20T00:00:00Z,"[[Iron Triangle (Vietnam)|Iron Triangle]], [[South Vietnam]]",1974
37138589,Operation Dawn (2012),military conflict,1928,4126,1,11,6 killed plus 2 village guards killed,+2012-09-19T00:00:00Z,Şemdinli (Q388797),2012
5836293,Siege of Saguntum,military conflict,5624,76831,2,38,Heavy,May–December 219 BC,Sagunto (Q47483),219
366823,Shimonoseki Campaign,military conflict,20410,84183,5,159,72 killed or wounded<br />2 warships damaged,"20 July – 14 August 1863,<br />5–6 September 1864",Kanmon Straits (Q494894),1864
1467891,Battle of Fort Ridgely,military conflict,11170,21831,1,27,3 killed<br/>1 mortally wounded<br/>14 wounded,+1862-08-22T00:00:00Z,Nicollet County (Q490409),1862
31350548,Action of 2 May 1707,military conflict,5360,7596,22,24,Light,+1707-05-03T00:00:00Z,Beachy Head (Q812895),1707
1615868,Battle of Fair Garden,military conflict,5821,8755,1,37,100,None,Sevier County (Q501914),
11610470,Battle of the Harrow,military conflict,4536,5876,0,18,None,{{start-date|display|=|26 May 1798|ISO8601|=|1798-05-26}},County Wexford (Q184599),1798
15484577,Santa María School massacre,military conflict,22737,44578,20,89,"2,000 killed","21 December, 1907",Iquique (Q14440),1907
